小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
海源别墅,在售,[青浦-朱家角]上海市青浦区复兴路999弄9号,三居(1)，四居(1),2017.03.24,"1,504-1,516万元/套",
大豪山林别墅,在售,[青浦-徐泾]青浦盈港东路2588弄,四居(2),2017.02.06,"2,013-2,536万元/套",
御品园林,在售,[青浦-徐泾]青浦徐南路1188号,三居(1)，四居(2),2017.02.09,"2,365-2,800万元/套",
夏都融庭,在售,[青浦-徐泾]青浦高泾路1068弄,三居(1)，四居(1)，五居及以上(1),2017.04.11,"2,997-3,000万元/套",
涵璧湾,在售,[青浦-朱家角]上海市青浦区朱家角练西公...,五居及以上(2),2017.03.24,"3,028-4,108万元/套",
安墁西郊,在售,[青浦-徐泾]徐南路678弄,四居(1)，五居及以上(2),2017.01.22,"3,521-6,842万元/套",
湖庭庄园,在售,[青浦-朱家角]青浦朱家角绿湖路999弄,五居及以上(1)，开间(1),2017.03.10,"4,221-6,699万元/套",
中骏雍景湾,售罄,[青浦-朱家角]青浦 绿舟路珠溪路路口 ,三居(5),2017.06.26,总价待定,
中铁逸都,售罄,[青浦-青浦新城]上海市青浦区外青松公路...,三居(4)，四居(3),2018.02.25,售价待定,392万元
中信泰富朱家角新城,售罄,[青浦-朱家角]青浦朱家角阁游路389弄 ,三居(10),2017.06.29,"均价30,000元/m²",总价待定
海上湾（别墅）,售罄,[青浦-朱家角]朱家角镇绿舟路228号,五居及以上(1),2017.07.14,总价待定,
临港悦天地,售罄,[奉贤-奉城]奉贤海旗路333弄,一居(1),2016.09.29,"均价10,000元/m²",总价待定
绿地小米公社,售罄,[奉贤-奉城]上海市奉贤区X405奉海公...,一居(1),2016.09.08,"均价16,000元/m²",总价待定
海尚墅林苑,售罄,[奉贤-柘林]奉贤海泉路555号,一居(1),2015.03.13,"均价9,000元/m²",总价待定
金辉天鹅湾,售罄,[奉贤-南桥新城] 奉贤运河北路高洲路交汇处 ,二居(1)，三居(1),2016.11.14,"均价33,000元/m²",总价待定
逸时区,售罄,[奉贤-南桥新城]奉贤区国顺路沪杭公路口,二居(2),2017.01.10,"均价31,000元/m²",总价待定
嘉业海悦,售罄,[奉贤-海湾]奉贤海马路2155弄,二居(1),2016.11.07,售价待定,总价待定
众旺苑,售罄,[奉贤-南桥新城]解放西路70-91号｜...,二居(1),2013.12.24,"均价16,000元/m²",总价待定
万科南桥传奇,售罄,[奉贤-南桥新城]奉贤区国顺路沪杭公路口,二居(1),2016.11.01,"均价26,000元/m²",总价待定
阳光春城,售罄,[奉贤-南桥新城]环城南路1128弄阳光...,三居(1),2014.07.03,"均价22,000元/m²",总价待定
申亚书香水岸,售罄,[奉贤-金汇]奉贤金汇镇泰青公路119弄128支弄,二居(1),2016.09.13,"均价20,000元/m²",总价待定
圣地雅歌海墅,售罄,[奉贤-海湾]奉贤人民塘路326弄,四居(1),2016.09.27,总价待定,
聚贤煌都,售罄,[奉贤-南桥新城]奉浦大道95弄 ,五居及以上(1),2013.04.23,"均价13,000元/m²",总价待定
银河丽湾,售罄,[奉贤-南桥新城]奉贤南桥南奉公路金海路,,2013.09.18,"均价20,000元/m²",总价待定
明城海湾新苑别墅,售罄,[奉贤-海湾]奉贤海湾旅游区明城路1198弄,五居及以上(1),2013.12.14,总价待定,
顺寓国际社区 ,售罄,[奉贤-南桥新城]奉贤韩村路780弄（近...,三居(1),2017.02.09,总价待定,
禹洲商业广场（商办）,在售,[浦东-惠南]浦东沪南公路9858弄、9...,开间(4),2017.04.05,"均价22,000元/m²",110-200万元
乐非天地,在售,[浦东-外高桥]浦东新区夏碧路38号,一居(1)，二居(1),2017.04.13,"均价33,300元/m²",140万元
宝龙世家,待售,[浦东-临港新城]浦东新区芦潮港镇渔港路...,三居(1)，四居(1),2017.04.07,售价待定,191-236万元
东亚阳光里（商办） ,待售,[浦东-临港新城]浦东新区泥城镇青鸟路269号,二居(1)，三居(1),2017.01.24,"均价22,500元/m²",225-259万元
同润金色橘苑,在售,[浦东-临港新城]万祥镇详凯路（近祥盛路）,三居(2),2017.07.01,"均价27,000元/m²",238-248万元
尚景丽园,在售,[浦东-周康]康桥镇梓营路155弄,一居(1)，二居(1)，三居(3),2018.01.19,"均价40,000元/m²",271-586万元
东方颐城（别墅）,在售,[浦东-临港新城]浦东区书院镇丽正路99弄,三居(2)，四居(2),2018.02.28,"最低30,000元/m²起",351-560万元
万科翡翠公园(商办),待售,[浦东-张江]浦东张江荣科路277号（近百业路,二居(2),2017.04.05,"均价60,000元/m²",360万元
同润蓝美俊庭（别墅）,在售,[浦东-惠南]浦东大团镇南芦公路989弄...,四居(2),2017.04.07,525-560万元/套,
临港首府别墅,待售,[浦东-临港新城]浦东竹柏路503弄（近茉莉路）,五居及以上(1),2017.04.07,548万元/套,
艺泰一品花园,待售,[浦东-惠南]浦东惠南人民西路1533弄,三居(1)，四居(1),2017.04.07,售价待定,588-651万元
天和湖滨艺墅,在售,[浦东-川沙]上海市浦东新区东亭路425号,四居(2),2017.04.06,752-800万元/套,
花源湾,在售,[浦东-惠南]浦东 南六公路99弄20支弄,四居(1),2017.07.05,897万元/套,
阜兴世纪公馆,在售,"[浦东-陆家嘴滨江]浦东向城路29号C栋
",二居(2)，三居(1),2018.02.25,"均价80,000元/m²",952-976万元
大华斐勒公园,在售,"[浦东-北蔡]北艾路1643弄（近华鹏路）
",二居(1)，三居(1),2018.03.02,"最低108,000元/m²起","1,004万元"
旭辉铂悦西郊,在售,[嘉定-安亭汽车城]嘉定区博园路6155号 ,五居及以上(2),2017.07.05,"1,554-1,702万元/套",
碧桂园嘉誉,售罄,[嘉定-嘉定新城]嘉定区澄浏路与启悦路交汇处,三居(2)，四居(1),2017.07.01,"均价33,000元/m²",总价待定
安高东方御府,售罄,[嘉定-嘉定新城] 嘉定阿克苏南路与崇文...,二居(1)，三居(3)，四居(1),2017.06.02,"均价39,000元/m²",总价待定
方舟苑,售罄,[嘉定-嘉定新城]嘉定区澄浏中路3298弄,二居(1)，三居(1),2017.06.28,"均价37,000元/m²",总价待定
嘉正国际大厦,售罄,[嘉定-安亭汽车城]墨玉路28号（11号...,一居(2),2017.06.28,"均价24,000元/m²",总价待定
路劲上海派Ⅱ,售罄,[嘉定-安亭汽车城]嘉定安亭镇于塘南路82弄 ,二居(3)，三居(6),2017.05.02,"均价33,000元/m²",总价待定
嘉隆国际（别墅）,售罄,[嘉定-嘉定新城]嘉定汇源路288号,三居(1)，四居(1)，五居及以上(1),2017.03.22,总价待定,
新城香溢璟庭,售罄,[嘉定-嘉定新城]嘉定依玛路389号(1...,三居(1),2016.02.24,"均价15,000元/m²",总价待定
古北萃庭,售罄,[嘉定-安亭汽车城]嘉定安亭镇彤闻路77...,三居(1)，四居(1),2017.01.22,"均价25,000元/m²",总价待定
大名城名郡,售罄,[嘉定-安亭汽车城]上海市嘉定区秦安路27弄,三居(1),2017.02.05,"均价29,000元/m²",总价待定
新城悠活城,售罄,[嘉定-嘉定新城]嘉定柳梁路118弄、红石路333弄,二居(1),2017.04.09,"均价15,900元/m²",总价待定
佳兆业城市广场（商办）,售罄,[嘉定-嘉定新城]顺宁路501弄,一居(1)，二居(2),2017.04.18,"均价19,000元/m²",总价待定
路劲上海庄园(别墅),售罄,[嘉定-安亭汽车城]嘉定区外冈镇百安公路...,三居(2),2018.02.25,总价待定,
日月光伯爵公馆,售罄,[嘉定-嘉定新城]嘉定城北路338号（紧...,三居(2),2017.03.15,"均价23,000元/m²",总价待定
湖畔天下（商办）,售罄,[嘉定-南翔]上海市嘉定区南翔镇瑞林路1...,四居(2),2017.04.10,"均价24,000元/m²",总价待定
誉品原墅,售罄,[松江-松江新城]松江区人民北路3088...,五居及以上(2),2017.02.27,总价待定,
金地JIMU积木（别墅）,售罄,[松江-马桥]松江区影佳路影视路路口,三居(3),2017.12.15,总价待定,
金地自在城2期,售罄,[松江-泗泾]泗陈公路1888弄,三居(1),2017.03.06,"均价20,000元/m²",总价待定
万业梦立方,售罄,[松江-泗泾]松江泗通路688弄（近泗陈公路）,二居(2),2017.04.07,售价待定,237-243万元
安贝尔花园,售罄,[松江-松江新城]松江影振路299弄（近...,二居(1)，三居(1),2017.02.15,"均价22,000元/m²",总价待定
信达蓝爵,售罄,[松江-松江新城]松江光星路1688号（...,三居(1),2016.01.06,售价待定,总价待定
新城水云间,售罄,[松江-松江老城]松江中山西路1号,四居(1),2017.01.19,总价待定,
绿庭悦公馆,售罄,[松江-松江新城]松江新松江路555弄（...,三居(1),2016.09.20,"均价31,000元/m²",总价待定
雅居乐星徽,售罄,[松江-马桥]松江影佳路333号（靠近影城路）,二居(1),2016.10.28,"均价18,000元/m²",总价待定
建发玖珑湾,售罄,[松江-泗泾]松江泗泾镇泗宝路外婆泾路交汇处,二居(2)，三居(1),2017.03.14,"均价35,000元/m²",总价待定
达安圣芭芭花园,售罄,[松江-新桥]松江明中路1177弄,四居(1),2014.11.18,总价待定,
松江颐景园,售罄,[松江-松江老城]松江荣乐西路1058弄...,三居(2),2016.10.21,"均价43,000元/m²",总价待定
龙湖新壹城,售罄,[松江-松江新城]上海松江新城谷阳北路梅...,一居(1),2017.04.18,"均价27,000元/m²",总价待定
乐都新界,售罄,[松江-松江老城]松江乐都西路959弄,二居(3),2017.03.20,"均价25,000元/m²",133-163万元
万科云间传奇,售罄,[松江-松江新城]松江辰塔路2155号（...,三居(2),2016.10.12,"均价31,000元/m²",总价待定
旭辉朗悦庭,售罄,[青浦-朱家角]青浦区练塘镇章练塘路878弄,一居(1)，三居(1),2016.10.08,"均价13,000元/m²",总价待定
怀盛399生活广场,售罄,[青浦-青浦新城]青浦淀山湖大道399号,二居(2),2017.03.23,"均价29,000元/m²",总价待定
龙湖紫都城,售罄,[青浦-青浦新城]青浦新城汇金路与盈港东...,三居(1)，四居(1),2016.12.21,"均价24,000元/m²",总价待定
海珀晶华,售罄,[青浦-徐泾]青浦沪青平公路2059弄,四居(1)，五居及以上(1),2016.10.20,总价待定,
海上湾闻涧（别墅）,售罄,[青浦-朱家角]青浦朱家角镇绿舟路复兴路,三居(1),2017.04.10,总价待定,
南山雨果,售罄,[青浦-徐泾]徐泾镇叶联路666弄,二居(1),2016.10.21,"均价45,000元/m²",总价待定
万科虹桥源墅,售罄,[青浦-赵巷]青浦区福定路289弄,三居(1),2014.11.19,总价待定,
新城忆华里,售罄,[青浦-青浦新城]青浦区漕穗北路（规划路...,二居(1),2016.02.05,"均价20,000元/m²",总价待定
摩登蜂巢,售罄,[青浦-青浦北部]青浦区崧建路688弄,一居(3)，二居(1),2016.12.06,"均价20,000元/m²",总价待定
招商虹桥华府,售罄,[青浦-徐泾]沪青平公路1489弄,二居(1)，三居(1),2015.01.16,"均价30,000元/m²",总价待定
海上湾闻涧,售罄,[青浦-朱家角]上海市青浦区朱家角绿舟路228弄,二居(1)，三居(1),2016.11.23,"均价16,800元/m²",总价待定
朱家角1号,售罄,[青浦-朱家角] 青浦朱家角沙淀中路288号,四居(3),2017.07.01,总价待定,
东渡青筑别墅,售罄,[青浦-青浦新城]青浦区盈清路55弄,四居(1)，五居及以上(1),2017.03.13,总价待定,
西郊半岛名苑,售罄,[青浦-华漕]上海市青浦区青浦华新镇新府...,二居(1)，三居(1),2016.11.23,"均价36,000元/m²",总价待定
联美品悦,售罄,[青浦-青浦新城]青浦秀淳路277弄,二居(1)，三居(1),2016.04.12,"均价27,000元/m²",总价待定
景瑞尚滨江,在售,"[浦东-塘桥]浦明路1288弄10号
",开间(4),2017.04.05,"均价120,000元/m²","1,008-4,032万元"
尼德兰北岸,在售,[浦东-外高桥]浦东溪兰路169弄,二居(1)，三居(1),2017.03.15,"1,053-1,394万元/套",
尼德兰官邸,待售,[浦东-外高桥]浦东莱阳路3777弄( ...,开间(1),2017.03.20,"均价60,000元/m²","1,400万元"
中金海棠湾（别墅）,在售,[浦东-航头]浦东周东南路599弄（近周祝公路）,三居(1),2018.01.28,"1,512万元/套",
尼德兰官邸（别墅）,在售,[浦东-外高桥]浦东莱阳路3777弄( ...,四居(1)，五居及以上(1),2017.04.12,"1,710-1,866万元/套",
银亿公园壹号,在售,"[浦东-花木]浦东花木路826号
",三居(2),2017.04.05,"均价120,000元/m²","2,040-2,184万元"
金大元御珑宫廷(别墅),在售,[浦东-唐镇]浦东唐丰路881弄,五居及以上(1),2017.04.06,"2,160万元/套",
国信世纪海景,在售,[浦东-塘桥] 浦东浦明路1308号(塘...,三居(1),2017.01.12,"均价100,000元/m²","2,340万元"
仁恒公园世纪,在售,[浦东-花木]杨高南路与浦建路的交汇处,二居(1)，四居(1)，五居及以上(1),2018.01.19,"均价125,000元/m²","3,438万元"
东郊罗兰别墅,在售,[浦东-张江]浦东新区金桥路3221弄（...,四居(3)，五居及以上(1),2017.02.07,"3,900-5,369万元/套",
滨江凯旋门,在售,[浦东-陆家嘴滨江]上海市浦东新区世纪大...,四居(1),2017.01.23,"均价150,000元/m²","4,200万元"
中骏柏景湾,售罄,[浦东-周康]浦东区渡桥路78弄 ,三居(2),2017.11.03,"均价46,700元/m²",总价待定
朗诗里程,售罄,[浦东-临港新城]浦东新区渔港路230号,二居(1)，三居(1),2017.02.13,"均价21,000元/m²",总价待定
东原逸墅,售罄,[浦东-惠南]浦东拱北路川南奉公路口,三居(2),2017.05.26,"均价60,000元/m²",总价待定
陆家嘴锦绣前城,售罄,[浦东-花木]浦东锦绣路2466弄（近锦绣小学）,三居(2)，四居(1),2017.02.14,"均价74,000元/m²",总价待定
新城香溢澜庭,售罄,[嘉定-嘉定新城]嘉定云谷路1527号（...,四居(1),2014.12.16,总价待定,
底特律财富天地,售罄,[嘉定-安亭汽车城]嘉定安亭镇曹安路55...,二居(2)，三居(1),2017.03.15,"均价16,000元/m²",总价待定
路劲上海庄园,售罄,[嘉定-安亭汽车城]嘉定区外冈镇百安公路...,一居(1)，二居(2),2017.06.13,"均价28,000元/m²",总价待定
新城金郡M11金座,售罄,[嘉定-新桥]嘉定区白银路1326号,三居(2),2016.11.17,"均价35,000元/m²",总价待定
金地世家（别墅）,售罄,"[嘉定-嘉定新城]嘉定区嘉定新城合作路119弄
",四居(2),2018.03.07,总价待定,
中建溪岸澜庭,售罄,[嘉定-南翔]嘉定区德园路1259弄,三居(1),2015.05.26,"均价22,000元/m²",总价待定
中星海上名豪苑四期御菁园,售罄,[嘉定-江桥]嘉定海波路850弄,二居(1),2015.03.31,"均价22,000元/m²",总价待定
瑞凯丽庭,售罄,[嘉定-嘉定新城]嘉定嘉戬公路339号,一居(2)，三居(1),2016.12.22,"均价35,000元/m²",总价待定
湖畔天下（别墅）,售罄,[嘉定-南翔]嘉定瑞林路800弄（瑞林路...,四居(1),2017.01.23,总价待定,
白银时代,售罄,[嘉定-嘉定新城]嘉定云谷路1233弄(...,二居(2)，三居(2),2017.04.07,"均价25,000元/m²",总价待定
翡翠公馆,售罄,[嘉定-安亭汽车城]嘉定安亭镇墨玉路398号,四居(1),2017.05.16,"均价20,000元/m²",总价待定
华谊禄丰苑,售罄,[嘉定-嘉定新城]嘉定澄浏中路与申霞路交汇处,二居(1)，三居(1),2017.01.19,"均价26,000元/m²",总价待定
远香湖1号,售罄,[嘉定-嘉定新城]嘉定新城伊宁路181弄...,三居(1),2016.04.20,"均价25,000元/m²",总价待定
翔和雅苑,售罄,[嘉定-南翔],三居(1),2015.02.13,售价待定,总价待定
新里崴廉公馆,售罄,[嘉定-南翔]嘉定德华路79弄，德华路8...,三居(1),2017.04.13,"均价17,000元/m²",总价待定
东鼎名人府邸,售罄,[松江-松江新城]松江区新松江路1455号,三居(1),2017.01.10,"均价27,000元/m²",总价待定
绿地香缇,售罄,[松江-泗泾]松江祥严路218号,三居(1),2017.02.20,"均价24,100元/m²",总价待定
万宇荣盛名邸三期,售罄,[松江-九亭]松江莘闵别墅区莘松路1500弄,二居(1),2016.04.06,"均价20,000元/m²",总价待定
米兰诺贵都别墅,售罄,[松江-泗泾]松江古楼公路1899弄（近...,,2016.06.22,总价待定,
米兰诺贵都,售罄,[松江-泗泾]古楼公路1899弄（近嘉松南路）,二居(1),2016.06.22,"均价23,000元/m²",总价待定
摩卡小城,售罄,[松江-九亭]松江九亭镇九杜路505弄,二居(2),2017.03.02,"均价43,562元/m²",总价待定
同润Golf别墅,售罄,[松江-松江新城]松江车墩镇影佳路123弄,五居及以上(2),2017.02.08,总价待定,
华亭别墅二期,售罄,[松江-松江新城]松江文诚路1800弄,四居(1),2016.08.15,总价待定,
龙湖锦宸公馆,售罄,[松江-松江老城]松江三新路松汇路路口,三居(1),2016.05.06,"均价30,000元/m²",总价待定
誉品谷水湾,售罄,[松江-松江新城]龙马路185弄（近广富林路）,二居(2),2017.04.13,"均价20,000元/m²",总价待定
九洲大唐花园,售罄,[松江-九亭]沪淞公路1789弄 ,五居及以上(1),2016.10.15,总价待定,
辰弘佳苑,售罄,[松江-松江新城]松江区弘翔路566弄,二居(1),2015.07.16,"均价21,000元/m²",总价待定
龙祥御院,售罄,[松江-新桥]松江新桥镇明中路699弄（...,五居及以上(1),2016.08.24,总价待定,
上坤旭辉墅,售罄,[松江-泗泾]新农河路508号,三居(1),2016.10.25,总价待定,
同润菲诗艾伦,售罄,[松江-泗泾]松江泗泾镇古楼路1198号...,四居(1),2016.06.07,"均价28,000元/m²",总价待定
青浦珠光苑,售罄,[青浦-朱家角] 青浦区朱家角珠光新村10-103号,一居(1),2014.02.14,"均价13,000元/m²",总价待定
富兴雅苑,售罄,[青浦-青浦新城]青浦外青松公路5587号,二居(1)，三居(1),2013.07.10,"均价13,000元/m²",总价待定
富力桃园别墅,售罄,[青浦-青浦新城]青浦清河湾路389弄,四居(1),2013.04.02,总价待定,
锦绣逸庭(别墅),售罄,[青浦-徐泾]青浦徐盈路588弄(近盈港东路),四居(1)，五居及以上(1),2017.03.24,总价待定,
锦绣逸庭,售罄,[青浦-徐泾]青浦徐盈路588弄(近盈港东路,四居(2),2017.03.24,"均价26,000元/m²",总价待定
大华西郊别墅,售罄,[青浦-徐泾]上海市青浦区徐泾镇高泾路,三居(1),2016.08.29,总价待定,
证大上海西镇,售罄,[青浦-朱家角]朱家角珠湖路299弄（近...,五居及以上(1),2016.05.23,总价待定,
新虹桥雅苑,售罄,[青浦-徐泾]青浦区徐泾镇谢卫路,二居(1),2015.10.29,"均价29,000元/m²",总价待定
鑫塔水尚,售罄,[青浦-青浦新城]华民南路98弄,三居(1),2016.08.17,"均价30,000元/m²",总价待定
富力桃园,售罄,[青浦-青浦新城]青浦清河湾路389弄,三居(1),2017.03.13,"均价21,000元/m²",总价待定
逸皓华庭别墅,售罄,[青浦-青浦北部]重固镇大街518号(近北青公路) ,二居(1),2015.03.13,总价待定,
绿中海明苑,售罄,[青浦-徐泾]上海市青浦区明珠路555弄,二居(1),2016.12.01,"均价38,000元/m²",总价待定
首创禧悦,售罄,[青浦-青浦新城]淀山湖大道丁家港路路口...,二居(1)，三居(1),2017.04.01,"均价41,000元/m²",总价待定
上实和墅,售罄,[青浦-朱家角]青浦区朱家角绿湖路599弄,四居(1),2016.11.21,总价待定,
品臻園安麓别业,售罄,[青浦-朱家角]朱家角课植园路518弄,四居(2),2016.11.17,总价待定,
紫菁庭,售罄,[浦东-临港新城]浦东港辉路500号,二居(3)，三居(6),2017.01.05,"均价17,000元/m²",总价待定
保利铃兰公馆,售罄,[浦东-临港新城]浦东临港新城临港大道铃...,三居(1)，四居(1),2017.06.30,"均价29,500元/m²",总价待定
碧桂园浦东星作,售罄,[浦东-临港新城]浦东青鸟路云夏路口,三居(1),2018.01.28,售价待定,总价待定
九龙仓兰廷,售罄,[浦东-周康]浦东祝家港路399弄（近周东路）,三居(1)，四居(1),2017.01.11,"均价47,000元/m²",405-611万元
保利艾庐,售罄,[浦东-周康]浦东新区蓝靛路1688弄（...,三居(1),2018.01.19,总价待定,
绿都绣云里,售罄,[浦东-祝桥] 浦东南六公路崇溪路路口东侧,二居(2)，三居(2),2018.02.24,售价待定,总价待定
碧桂园浦东星作别墅,售罄,[浦东-临港新城]浦东青鸟路云夏路口,三居(2)，四居(1),2018.02.24,总价待定,
凯德新视界,售罄,[浦东-惠南]浦东祥安路219号（近祥凯路）,二居(1)，三居(1),2017.12.27,"均价23,000元/m²",总价待定
浦东颐景园,售罄,[浦东-惠南]上海市浦东新区拱极路梅花路路口,三居(1)，四居(1),2017.08.25,"均价34,000元/m²",总价待定
保集澜湾红墅,售罄,[浦东-唐镇]浦东宏雅路150弄9号,四居(1),2016.11.01,总价待定,
保利蔚蓝林语,售罄,[浦东-临港新城]浦东临港新城竹柏路500弄,四居(1),2016.12.28,总价待定,
绿地东上海,售罄,[浦东-周康]秀浦路800弄,三居(1),2017.08.23,"均价40,000元/m²",总价待定
东郊花园,售罄,[浦东-张江]上海市浦东新区紫竹路128弄,五居及以上(2),2017.01.03,"11,655-17,395万元/套",
大华悦府,售罄,[浦东-北蔡]浦东华鹏路300弄（近成山路）,四居(1),2016.09.14,"均价90,000元/m²",总价待定
金领国际别墅,售罄,[浦东-曹路]浦东川沙路1666号,四居(2),2016.10.19,总价待定,
中信泰富又一城,售罄,[嘉定-嘉定新城]嘉定新城云屏路518弄,二居(2),2017.04.09,"均价40,000元/m²",总价待定
新城馥华里,售罄,[嘉定-嘉定新城]嘉定新城叶城路周赵路,三居(1),2015.11.29,"均价20,000元/m²",总价待定
安亭中央公园,售罄,[嘉定-安亭汽车城]嘉定安亭镇泽普路588弄,,2016.12.05,总价待定,
日月光伯爵公馆（商办） ,售罄,[嘉定-嘉定新城]嘉定城北路338号（紧...,一居(2),2017.03.15,"均价27,000元/m²",总价待定
禹洲老城里,售罄,[嘉定-嘉定新城]嘉定环城路636号,二居(2),2017.04.05,"均价36,000元/m²",总价待定
万科金色领域,售罄,[嘉定-嘉定新城]嘉定秋竹路801弄,二居(1),2015.02.13,"均价19,000元/m²",总价待定
悦合国际广场,售罄,[嘉定-真新]上海市嘉定区曹安路1911弄,,2017.02.27,售价待定,总价待定
光明D9空间,售罄,[嘉定-嘉定新城]嘉定天祝路377弄 ,二居(2),2017.02.06,"均价23,000元/m²",总价待定
嘉隆国际（商办）,售罄,[嘉定-嘉定新城]嘉定汇源路288号,一居(1),2016.12.07,"均价18,000元/m²",总价待定
华润中央公园（别墅）,售罄,[嘉定-南翔]嘉定芳礼路99弄（近宝翔路）,三居(1)，五居及以上(1),2018.03.02,总价待定,
星湖柒号,售罄,[嘉定-南翔]嘉定浩翔路155号,二居(1),2016.10.27,"均价23,000元/m²",总价待定
中环财富杰座,售罄,[嘉定-真新]梅川路1988号嘉龙大厦414号 ,开间(2),2017.01.17,"均价40,000元/m²",总价待定
嘉定宝龙城市广场,售罄,[嘉定-嘉定新城]嘉定宝塔路德富路交汇处,四居(2),2017.04.07,"均价23,000元/m²",总价待定
阳光城新界,售罄,[嘉定-嘉定新城]嘉定白银路德富路交汇处,二居(1),2016.04.23,"均价21,000元/m²",总价待定
通用国际（商办）,售罄,[嘉定]嘉定德园南路111弄（近银翔路）,二居(1),2016.12.08,"均价18,000元/m²",总价待定
光明松江府,售罄,[松江-松江老城]松江乐都西路1636弄...,三居(1),2017.04.09,"均价27,000元/m²",总价待定
象屿品城,售罄,[松江-九亭]松江雪家桥路1弄（闵松路近...,三居(1),2016.11.22,"均价28,000元/m²",总价待定
纳米魔幻城,售罄,[松江-佘山]松江辰花路5088弄,三居(1),2016.03.25,总价待定,
绿地小9窝,售罄,[松江-泗泾]泗陈公路与赵非公路交汇处,一居(1)，二居(1),2017.06.09,"均价45,000元/m²",总价待定
中展瑞景,售罄,[松江-松江新城]松江广富林路799弄（...,二居(1),2017.02.09,"均价30,000元/m²",总价待定
旭辉丰禄纯真中心,售罄,[松江]松江蒲汇路178弄（近沪亭路）,二居(1),2017.03.07,"均价30,000元/m²",总价待定
三迪曼哈顿,售罄,[松江-松江新城]松江广富林路茸梅路交汇...,一居(2),2017.02.06,"均价22,000元/m²",总价待定
佘山珑原,售罄,[松江-松江新城]松江秋柏路98弄,三居(1),2016.09.09,总价待定,
上坤红树湾,售罄,[松江-松江新城],三居(1),2016.05.12,"均价37,500元/m²",总价待定
万科梦想派,售罄,[松江-松江新城]松江光星路中温路（松江...,二居(1),2015.09.27,"均价23,000元/m²",总价待定
同润青年汇,售罄,[松江-泗泾]车墩镇影佳路123弄,一居(2),2017.01.25,"均价30,000元/m²",总价待定
平高广场,售罄,[松江-松江新城]平高广场位于荣乐中路九...,,2016.11.22,"均价28,000元/m²",总价待定
壹号公馆,售罄,[松江-松江老城]唐明路855弄 ,一居(1),2017.07.31,"均价12,000元/m²",总价待定
雅居乐星爵别墅,售罄,[松江]松江区影佳路333号,四居(1),,总价待定,
松江颐景园别墅,售罄,[松江-松江老城]松江荣乐西路1058弄...,四居(1),2016.10.21,总价待定,
凯迪赫菲庄园,售罄,[青浦-青浦新城]青浦嘉松中路6633号,五居及以上(1),2016.11.24,总价待定,
中信泰富朱家角新城（别墅）,售罄,[青浦-朱家角]青浦朱家角阁游路389弄 ,四居(1)，五居及以上(1),2017.07.05,总价待定,
御澜湾,售罄,[青浦-青浦新城]淀山湖大道199弄 ,四居(1),2015.01.16,"均价28,000元/m²",总价待定
绿地新里派克公馆,售罄,[青浦-青浦新城]青浦汇金路盈港东路路口旁,二居(1)，四居(1),2015.01.16,"均价23,000元/m²",总价待定
万科有山,售罄,[青浦-赵巷]上海市青浦区业锦路,四居(1),2016.11.24,总价待定,
合生御廷园,售罄,[青浦-赵巷]赵巷别墅区巷居路99弄,四居(1),2014.12.25,"均价18,000元/m²",总价待定
怀盛怡庭,售罄,[青浦-青浦新城]青浦漕程路199弄,三居(1),2014.01.29,"均价25,000元/m²",总价待定
兆地尊庭,售罄,[青浦-青浦北部]新益路99弄 ,四居(1),2015.12.30,"均价16,500元/m²",总价待定
现代华庭,售罄,[青浦-青浦北部]青浦区重固镇赵重路2788弄,一居(1),2015.03.03,"均价15,000元/m²",总价待定
绿地河流岛,售罄,[青浦-青浦北部]华志路899弄 ,四居(1),2014.01.06,总价待定,
壹品世家,售罄,[青浦-青浦新城]青浦崧文南路与秀泉路交...,三居(1),2016.11.24,"均价50,000元/m²",总价待定
旭辉百合宫馆别墅,售罄,[青浦-青浦新城]青浦清河湾路425弄,三居(1),2015.08.11,总价待定,
旭辉玫瑰湾,售罄,[青浦-青浦新城]青浦清河湾路699弄,四居(1),2013.08.12,"均价17,000元/m²",总价待定
海上湾,售罄,[青浦-朱家角]朱家角镇绿舟路228号,三居(2),2017.10.21,"均价20,000元/m²",总价待定
居礼别墅,售罄,[青浦-徐泾]青浦高泾路555弄,,,总价待定,
合生前滩一号别墅,售罄,[浦东-三林]浦东西营南路518弄,四居(2),2017.04.09,总价待定,
凯佳尊品国际,售罄,[浦东-川沙]浦东妙川路300号,三居(1),2016.09.28,"均价38,000元/m²",总价待定
新紫茂国际,售罄,[浦东-金桥]浦东巨峰路1058弄1号（金高路口）,一居(2),2016.10.08,"均价28,000元/m²",总价待定
金地艺华年别墅,售罄,[浦东-航头]浦东航鹤路999弄（航三路航鹤路）,五居及以上(1)，开间(1),2016.10.20,总价待定,
金大元御珑宫廷,售罄,[浦东-唐镇]浦东唐丰路881弄,四居(2),2017.01.22,"均价43,000元/m²",总价待定
中洲里程,售罄,[浦东-新场]浦东新区新环北路1373弄...,开间(2),2017.02.09,"均价40,000元/m²",总价待定
建华铂中环,售罄,[浦东-周康]浦东康桥路1029弄（近沪南公路）,三居(1),2017.04.10,"均价55,000元/m²",总价待定
景瑞法兰云廷,售罄,[浦东-惠南]浦东惠南镇沪南公路9181弄1-64号,四居(1)，五居及以上(1),2017.03.15,总价待定,
