小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
力帆红星国际广场(别墅),在售,[渝北-两江新区]龙安路7号,一居(4)，二居(1)，三居(6),2017.09.04,总价待定,
象屿两江御府(别墅),待售,[渝北-照母山]金开大道中段（颐和公园旁）,不限(2)，三居(2)，五居及以上(1),2017.08.16,总价待定,
国博城(别墅),待售,[渝北-两江新区]国博大道21号,不限(3)，二居(10)，三居(7)，四居(10)，五居及以上(2),2017.08.17,总价待定,
力帆红星国际广场,在售,[渝北-两江新区]龙安路7号,一居(4)，二居(1)，三居(6),2017.07.21,售价待定,总价待定
申佳上海时光,待售,[渝北-回兴]银梭大道1号,二居(8)，三居(4)，四居(1),2017.07.03,售价待定,总价待定
北城空港天地,待售,[渝北-两路空港]空港大道777号,一居(1)，二居(3),2017.12.27,"均价10,300元/m²",总价待定
富力湾,待售,[渝北-汽博中心]宝圣湖街道食品城西路10号,不限(2)，二居(3)，四居(1)，五居及以上(2),2017.11.01,售价待定,总价待定
华侨城云溪别院,待售,[渝北-礼嘉]华侨城华悦荟云溪别院营销中心,四居(10),2017.08.08,售价待定,总价待定
北大资源江山名门,在售,[江北-五里店]海尔路599号,一居(1)，二居(2),2017.11.22,"均价11,000元/m²",70万元
巨龙江山国际,在售,[江北]和煦路10号,一居(1)，二居(4)，三居(11)，四居(1),2018.01.31,"均价6,700元/m²",72-82万元
宝嘉花与山,在售,沙坪坝 - 大学城西路(重庆大学虎溪花园旁),一居(6)，二居(6)，三居(8),2017.08.09,"均价10,000元/m²",61-176万元
通用晶城,在售,[九龙坡-二郎]街道龙腾大道209号,不限(5)，一居(4)，二居(12)，三居(1)，四居(2),2017.08.21,"均价15,000元/m²",63-108万元
渝高幸福九里,在售,[九龙坡-二郎]华园路18号,一居(4)，二居(5),2017.07.25,"均价12,000元/m²",64万元
中辅小时代,在售,[九龙坡-石桥铺]玉灵路238号,二居(2),2017.07.31,"均价12,000元/m²",64万元
联发公园里,在售,"[九龙坡-华岩新城]华龙大道,近华庆路",二居(2)，三居(4),2017.07.28,"均价9,800元/m²",64-70万元
中昂彩云台(公寓),在售,九龙坡 - 高新区科城路（彩云湖公园.杨家坪中学旁）,不限(4)，二居(5),2017.08.19,"均价11,000元/m²",65-75万元
两江春城(别墅),待售,[渝北-冉家坝]新牌坊（红星美凯龙旁）,一居(3)，二居(9)，三居(4),2017.08.15,总价待定,
叠彩山(别墅),在售,[渝北-悦来]悦城路86号,,2017.09.14,总价待定,
融创凡尔赛领馆,待售,渝北 - 星光大道99号（照母山植物园旁）,一居(3)，二居(17)，三居(15)，四居(5),2017.07.17,售价待定,总价待定
铺金丽城巴洛克公寓,售罄,大渡口 - 大渡口翠园路109号（大渡口公园后门）,一居(6)，二居(2),,"均价6,066元/m²",总价待定
书香溪墅,在售,[沙坪坝-大学城]大学城南二路1035号,不限(6)，二居(5)，三居(2),2017.08.21,"均价8,800元/m²",65万元
保利时代广场(公寓),在售,[九龙坡-杨家坪]兴胜路4号,不限(2),2017.07.25,"均价9,400元/m²",66万元
联发欣悦,在售,[九龙坡-盘龙]龙泉路24号（轻轨大堰站旁）,一居(2)，二居(2)，三居(1),2017.07.26,"均价11,000元/m²",69-81万元
中昂彩云台,在售,九龙坡 - 高新区科城路（彩云湖公园.杨家坪中学旁）,不限(4)，二居(5),2017.08.19,"均价12,000元/m²",71-82万元
龙湖舜山府,待售,[渝北-照母山]照母山森林公园星光隧道北出口,,2017.08.14,售价待定,总价待定
江枫雅居(公寓),售罄,渝中 - 解放西路141号（南纪门中药材市场车站旁）,一居(3)，二居(4)，三居(2),,售价待定,总价待定
中冶城邦国际,售罄,[大渡口-九宫庙]钢花路钢花小学旁,一居(2)，四居(1),2017.04.11,售价待定,总价待定
铂金云鼎(公寓),售罄,大渡口 - 新城B2-5号地块（中华美德公园大门）,一居(2)，二居(2),,售价待定,总价待定
中昂嘉御湾,在售,[沙坪坝-双碑]石井坡地铁站旁（中心湾转盘）,二居(4)，三居(1),2017.08.09,"均价11,000元/m²",69-106万元
恒大未来城,在售,"[沙坪坝-西永]思贤路,近大学城南二路",二居(1)，三居(4),2017.08.21,"均价10,300元/m²",81-132万元
国富沙磁巷,在售,[沙坪坝-磁器口]风貌区（原重庆绢纺厂）,一居(1)，二居(8)，三居(1),2017.08.09,"均价14,000元/m²",91-133万元
朵力迎宾大道,在售,[九龙坡-二郎]双山路187号,一居(2)，二居(14)，三居(3)，五居及以上(2),2017.08.18,"均价10,000元/m²",85万元
江厦星光汇(公寓),在售,[九龙坡-杨家坪]石杨路18号,二居(3),2017.07.18,"均价12,500元/m²",94-105万元
北京城建云熙台,在售,"[九龙坡-华岩新城]民德路,近民安路",不限(4)，三居(1),2017.07.31,"均价10,400元/m²",94-234万元
江厦星光汇,在售,[九龙坡-杨家坪]石杨路18号,二居(3),2017.07.18,"均价15,000元/m²",113-126万元
财信时光里,在售,"[九龙坡-盘龙]蟠龙大道,近翼龙路",二居(4),2017.08.02,"均价12,000元/m²",116-133万元
巴国龙庭,在售,[九龙坡-九龙园区]红狮大道8号,一居(1)，三居(2),2017.07.27,"均价10,200元/m²",124万元
天景雨山前4期(公寓),在售,[南岸-南坪]学府大道69号（交通大学旁）,不限(3),2017.07.27,"均价10,000元/m²",67万元
龙湖时代天街,售罄,渝中 - 大石路（原后勤工程学院马家堡校区）,二居(4)，三居(1),,"均价11,917元/m²",总价待定
铂金云鼎(别墅),售罄,大渡口 - 新城B2-5号地块（中华美德公园大门）,一居(2)，二居(2),,总价待定,
复地山与城(别墅),在售,南岸 - 福寿路2号（重庆邮电大学与老厂道路之间）,不限(5)，二居(1)，三居(1),2017.07.27,73-583万元/套,
协信阿卡迪亚MINI公馆,售罄,渝中 - 渝中大坪高九路虎头岩黄荆社13号(六店子小学旁),二居(6)，三居(7),,"均价6,428元/m²",总价待定
铺金丽城巴洛克公寓(公寓),售罄,大渡口 - 大渡口翠园路109号（大渡口公园后门）,一居(6)，二居(2),,售价待定,总价待定
金阳中医药健康旅游城(公寓),在售,[南岸-南坪]花园路街道南坪西路63号,不限(2),2017.08.22,"均价11,000元/m²",77万元
保利观塘,在售,[南岸-学府路]南坪镇街道二塘路79号,二居(10)，三居(5)，四居(5),2017.08.14,"均价12,000元/m²",83-112万元
普瑞花园,在售,[南岸-茶园新区]蔷薇路66号,一居(1)，二居(1)，三居(2)，四居(1),2017.07.27,"均价10,000元/m²",90万元
中海阅江阁,在售,[南岸-南滨路]织锦路47号（江北嘴对岸）,二居(9)，三居(3),2017.07.24,"均价18,000元/m²",142-200万元
长嘉汇,在售,[南岸-南滨路]泰昌路69号,二居(9)，三居(9)，四居(2)，五居及以上(1),2017.08.02,"均价40,000元/m²","284-1,144万元"
洋世达南滨特区,在售,[南岸-南滨路]南滨路28号,二居(2)，三居(8),,"均价27,000元/m²",351-486万元
碧桂园海昌南山澜(别墅),在售,[南岸-黄桷桠]南山街道崇文路43号,不限(7),2017.07.28,493-612万元/套,
海宇西湖山水,售罄,[北碚-城南新区]新城（新区府后侧）,不限(3),,"均价9,000元/m²",总价待定
中驰领寓,售罄,渝中 - 人民公园旁二府衙片区（白象宾馆对面）,一居(2)，二居(4)，三居(2),,"均价10,102元/m²",总价待定
青橙267,售罄,[大渡口-九宫庙]大渡口钢花路新工二村（...,,,"均价7,600元/m²",总价待定
重庆中海峰墅(别墅),在售,南岸 - 南滨路（江北嘴对岸，总部经济区旁）,五居及以上(5),2017.07.31,"782-1,401万元/套",
海宇西湖山水(别墅),售罄,[北碚-城南新区]新城（新区府后侧）,不限(3),,总价待定,
景瑞御蓝湾,售罄,[北碚-城南新区]云开路自然博物馆新馆旁,不限(4),,"均价5,800元/m²",总价待定
光亮阳光华府,售罄,[北碚-城南新区]双元大道88号（近行政中心）,一居(2)，二居(10),2017.12.12,售价待定,总价待定
中国铁建中铁5号,售罄,北碚 - 北碚城南文长路68号（足光纸箱厂旁）,二居(6)，三居(1),,售价待定,总价待定
创汇首座,售罄,渝中 - 渝中区解放碑CBD新华路388号（步行至解放碑心仅需五分钟）,一居(4),,"均价11,250元/m²",总价待定
中豪公园尚城,售罄,大渡口 - 大渡口巴国城旁景观大道中段（爱情公园里）,二居(6)，三居(4),,"均价5,587元/m²",总价待定
绿地新里樱园,待售,[江北-海尔路]金渝大道与海尔路交汇处,二居(4)，三居(2),2018.01.17,"均价13,000元/m²",106-130万元
东原1891,在售,[南岸-南滨路]南滨路80号（喜来登酒店旁）,一居(8)，二居(1)，三居(3),2017.07.31,"均价45,000元/m²","1,026-1,440万元"
阳光100喜马拉雅,在售,南岸 - 涂山镇街道石溪路正街3号(朝天门广场长江对岸),一居(5)，二居(2)，三居(3)，四居(1)，五居及以上(1),2017.08.22,"均价50,000元/m²","1,065-1,940万元"
公园1159(公寓),售罄,[北碚-城南新区]冯时行路286号,二居(3),,售价待定,总价待定
泽京Ta时代,售罄,北碚 - 缙云大道云开支路（自然博物馆旁）,一居(13)，二居(2),,"均价6,000元/m²",总价待定
大鼎世纪滨江(别墅),售罄,[渝中]黄杨路24号（鹅公岩大桥旁）,一居(2)，二居(8)，三居(2),,总价待定,
天怡碧桂苑(公寓),售罄,[渝中-解放碑]辅向路1号(好百年家居对面),一居(1)，二居(5)，三居(1),,售价待定,总价待定
万科中心(别墅),售罄,[渝中-大坪]渝州路,不限(3)，一居(1)，二居(1),,总价待定,
联合国际(公寓),售罄,[渝中-解放碑]新华路201号,,,售价待定,总价待定
金麟七星公馆(别墅),售罄,渝中 - 七星岗中山一路97号（原金山酒店）,一居(2),,总价待定,
恒通御景天都,售罄,大渡口 - 柏华街25号（中华美德公园附近）,二居(5)，三居(2),,"均价6,700元/m²",总价待定
新华协信中心（公寓）,在售,[江北-观音桥]观音桥-希尔顿逸林酒店旁,一居(1)，开间(4),2018.01.03,"均价26,000元/m²",114-190万元
保利山庄,在售,江北 - 江北观音桥（鸿恩寺公园正对面）,四居(5),2017.08.02,"均价17,000元/m²",158-213万元
中交锦悦,待售,[巴南-龙洲湾]巴南区龙洲湾街道盛龙路1129号,二居(3)，三居(1),2017.08.07,售价待定,总价待定
28阙(别墅),在售,南岸 - 七公里学府大道69号(重庆交通大学对面),五居及以上(1),2017.09.15,"1,459万元/套",
四联悦苑,售罄,北碚 - 北碚区碚峡路55号川仪十八厂公交站旁,一居(3)，二居(5)，三居(3),,"均价5,600元/m²",总价待定
金麟七星公馆(公寓),售罄,渝中 - 七星岗中山一路97号（原金山酒店）,一居(2),,售价待定,总价待定
国瑞城三期,售罄,大渡口 - 步行街商业中心（轻轨2号线新山村站附近）,二居(2)，三居(3),,"均价7,761元/m²",总价待定
保利山庄江天悦,在售,[江北-观音桥]江北鸿恩寺公园对面,四居(4),2017.08.16,"均价15,000元/m²",176-228万元
万科悦湾,待售,江北 - 宏帆路121号（佰富高尔夫旁，北滨路双碑大桥桥头））,二居(2)，三居(5)，四居(5),2017.11.22,售价待定,198-336万元
佳兆业广场(公寓),在售,[巴南-龙洲湾]龙洲大道,一居(4)，二居(5),2017.07.25,"均价6,800元/m²",总价待定
曦圆创景,在售,[巴南-龙洲湾]龙洲大道1968号,不限(1),2017.07.28,售价待定,总价待定
丽都锦城,待售,巴南 - 渝南大道32号（凯恩家具市场前行300米）,二居(3)，三居(1),2017.08.16,售价待定,总价待定
东方剑桥柔波里,在售,[沙坪坝-大学城]大学城中路19号,三居(4),2017.07.26,"均价10,000元/m²",99万元
诚投天邻水岸(公寓),售罄,南岸 - 南岸滨江路菜园坝大桥南桥头（铜元局轻轨站旁边）,一居(4)，二居(2)，三居(4),,售价待定,总价待定
正源缙云山水,售罄,[北碚-城南新区]渝武高速(缙云山出口两侧),一居(2)，二居(4)，三居(2),,"均价5,400元/m²",总价待定
旭辉朗悦郡,售罄,[北碚-蔡家]中央公园与体育公园间,一居(1)，二居(1)，三居(1)，四居(1),,"均价4,500元/m²",总价待定
缙逸香山,售罄,[北碚-城南新区]金华路（自然博物馆旁）,一居(1)，二居(7)，三居(5),,"均价6,377元/m²",总价待定
兴现金鼎龙泉,售罄,北碚 - 北碚北温泉街道云开路1号(北碚自然博物馆附近),二居(2)，三居(6),,"均价5,300元/m²",总价待定
协信阿卡迪亚江山凌云,售罄,渝中 - 渝中高九路大坪虎头岩黄荆社13号（六店子小学旁）,三居(1),,"均价10,000元/m²",总价待定
新天泽国际广场(公寓),售罄,[大渡口-区府]商圈步行街中心广场,一居(2),,售价待定,总价待定
新宝龙易城(别墅),售罄,大渡口 - 组团B分区1-3/03号地块（轻轨2号线平安站旁）,一居(1)，二居(6)，三居(1),,总价待定,
保利江上明珠,在售,[江北-鸿恩寺]鸿恩三路58号,二居(1)，三居(4)，四居(8)，五居及以上(8),2017.11.28,"均价18,000元/m²",229-265万元
万科御澜道,待售,江北 - 江北区新溉大道与北滨二路交汇处万科御澜道销售中心,三居(2)，四居(4)，五居及以上(5),2017.10.25,"均价17,000元/m²",269万元
新江与城(别墅),待售,"[渝北-两江新区]金开大道,近华山南路",不限(2)，二居(3)，三居(2)，四居(2),2017.07.18,总价待定,
南温泉度假小镇(公寓),待售,[巴南-南泉]南泉街道65号,一居(3),2017.07.28,售价待定,总价待定
融汇半岛江上公馆(公寓),在售,[巴南-巴滨路]汇祥支路99号,二居(3)，三居(4),2017.08.22,售价待定,总价待定
南温泉度假小镇,待售,[巴南-南泉]南泉街道65号,一居(3),2017.07.28,售价待定,总价待定
启迪协信星麓原,待售,[巴南]江南新城茶园新区通江大道与金鹿大...,,2017.08.17,售价待定,总价待定
金科天宸,在售,[沙坪坝-西永]永祥路107号,不限(9)，二居(22)，三居(27)，四居(8)，五居及以上(1),2017.07.26,"均价12,000元/m²",140-270万元
俊峰香格里拉,在售,沙坪坝 - 石井坡216号（磁器口西门斜对面）,二居(1)，三居(9)，四居(10),2017.08.21,"均价18,000元/m²",142-211万元
隆鑫72府(公寓),售罄,[南岸-新南湖]新南湖大社区,不限(5),,售价待定,总价待定
水天花园,售罄,北碚 - 高速路(三溪口红鼎高尔夫球会旁),一居(1)，二居(2)，三居(2)，四居(13)，五居及以上(7),,"均价5,677元/m²",总价待定
英利国际广场,售罄,[渝中-大坪]（电信大厦正对面）,一居(11)，二居(1),,"均价10,675元/m²",总价待定
升伟魔方公寓(公寓),售罄,[渝中-大坪]虎歇路77号,一居(1)，二居(5)，三居(1),2017.08.11,"均价9,500元/m²",总价待定
江枫雅居,售罄,渝中 - 解放西路141号（南纪门中药材市场车站旁）,一居(3)，二居(4)，三居(2),,"均价8,421元/m²",总价待定
蓝光御江台,售罄,[大渡口-区府]跃进路（思贤园旁）,二居(1)，三居(2),,"均价7,300元/m²",总价待定
晋愉林畔神韵,售罄,大渡口 - 西城大道666号（绿岛中央公园内）,二居(1)，三居(3)，五居及以上(1),,"均价6,755元/m²",总价待定
金融街融御,在售,江北 - 江北北滨一路（黄花园大桥往嘉陵江大桥方向前行300米）,二居(1)，三居(2)，四居(1),2017.08.16,"均价24,000元/m²",439万元
恒大雅苑,在售,[九龙坡-华岩新城]华福大道北段29号,二居(1)，三居(1)，四居(3),2017.08.11,"均价9,600元/m²",144-154万元
绿城两江御园(别墅),待售,渝北 - 龙盛新区两江影视国际城大桥西侧,不限(1)，二居(2)，三居(7)，四居(4),2017.06.28,总价待定,
华南城巴南华府(公寓),待售,[巴南-南泉]南彭东城大道8号,,2017.08.03,售价待定,总价待定
荣盛锦绣南山(别墅),在售,[巴南-龙洲湾]龙洲湾商圈（海洋公园旁）,三居(4),2017.08.21,总价待定,
金色时代(公寓),在售,[巴南-龙洲湾]渝南分流道中段11号,不限(3)，一居(2)，二居(4)，三居(4)，四居(1),2017.08.18,"均价7,000元/m²",25-82万元
金色时代,在售,[巴南-龙洲湾]渝南分流道中段11号,不限(3)，一居(2)，二居(4)，三居(4)，四居(1),2017.08.18,"均价8,420元/m²",29-99万元
IN半岛里,在售,[巴南-李家沱]李家沱街道汇南二路99号,二居(2)，三居(1),2017.07.25,"均价8,200元/m²",39万元
依云江湾,在售,[巴南-龙洲湾]巴滨路777号,二居(1)，三居(1)，四居(1)，五居及以上(1),2017.11.24,"均价10,377元/m²",51-91万元
渝青家苑,在售,[巴南],三居(1),2017.09.15,"均价7,700元/m²",62万元
融创滨江壹号,在售,[沙坪坝-沙滨路]石井坡32号,三居(1)，四居(5),2017.08.14,"均价16,500元/m²",215-259万元
奇峰云邸(别墅),在售,[沙坪坝-杨公桥]歌乐山林海南路18号,不限(7)，二居(1)，三居(4),2017.08.16,435万元/套,
国盛三千城,售罄,[沙坪坝-磁器口]磁建村88号,一居(1)，二居(5)，三居(2)，四居(1),2017.06.12,售价待定,总价待定
贝蒙天地锦轩,售罄,沙坪坝 - 沙坪坝大学城东路(重庆第三军医大学旁),二居(6)，三居(1),2017.04.05,售价待定,总价待定
中庚城(别墅),售罄,北碚 - 北碚蔡家组团蔡通路508号（北碚中央森林公园旁）,一居(2)，二居(11)，三居(2),,总价待定,
恒通御景天都(公寓),售罄,大渡口 - 柏华街25号（中华美德公园附近）,二居(5)，三居(2),,售价待定,总价待定
寰宇天下(别墅),在售,[江北-江北嘴]东升门路7号,三居(2)，四居(2),2017.08.16,716万元/套,
梵悦天御,在售,[江北-北滨路]（朝天门大桥旁）,三居(1)，四居(2)，五居及以上(1),2017.08.18,"均价33,000元/m²","1,254万元"
保利江上明珠(公寓),售罄,[江北-鸿恩寺]鸿恩三路58号,二居(1)，三居(9)，四居(5)，五居及以上(8),2017.11.01,售价待定,总价待定
恋恋上层(公寓),售罄,[江北-鸿恩寺]大石坝街道(原大石坝社处),一居(2)，二居(3)，三居(1),,售价待定,总价待定
名门山庄三期尚林汇景,售罄,"[江北-南桥寺]319国道,近松石大道",一居(2)，二居(8)，三居(2),2017.05.06,售价待定,总价待定
首创德尔菲谷,售罄,江北 - 江北红石路大庆村（鸿恩寺公园旁）,三居(5)，四居(1),2017.03.08,售价待定,总价待定
远洋城嶺墅(别墅),在售,九龙坡 - 经纬大道1305号（高庙村站旁）,三居(2)，四居(4),2017.07.30,207-234万元/套,
水木香山,待售,[渝北-两路空港]竹音支路18号,二居(10)，三居(6)，四居(1),2017.07.11,售价待定,总价待定
金科天元道(别墅),在售,[渝北-大竹林]斑竹路8号,不限(4)，一居(1)，二居(9)，三居(5)，四居(3),2017.08.16,总价待定,
逸翠庄园(别墅),在售,[渝北-汽博中心]湖云街8号(高尔夫球场旁),不限(2),2017.07.27,总价待定,
约克郡北区(别墅),在售,[渝北-照母山]金州大道黄桷湖畔,三居(2)，四居(13)，五居及以上(9),2017.08.21,总价待定,
两江春城,待售,[渝北-冉家坝]新牌坊（红星美凯龙旁）,一居(3)，二居(9)，三居(4),2017.08.15,售价待定,总价待定
两江春城(公寓),待售,[渝北-冉家坝]新牌坊（红星美凯龙旁）,一居(3)，二居(9)，三居(4),2017.08.15,售价待定,总价待定
康桥融府(别墅),待售,[渝北-两江新区]湖霞街1号,不限(6),2017.08.07,总价待定,
黄金嘉年华(公寓),待售,渝北 - 龙兴镇两江大道龙兴管委会斜对面,不限(4),2017.08.17,售价待定,总价待定
贝蒙天地锦墅(别墅),售罄,沙坪坝 - 沙坪坝大学城东(重庆第三军医大学旁),不限(4),2017.04.27,总价待定,
保亿丽景紫园(别墅),售罄,北碚 - 北碚蔡家岗镇嘉运大道97号（嘉运大道和同康路交汇处西南方向）,二居(1)，三居(5),2016.12.12,总价待定,
铂金云鼎,售罄,大渡口 - 新城B2-5号地块（中华美德公园大门）,一居(2)，二居(2),,"均价7,235元/m²",总价待定
大川滨水城,售罄,江北 - 江北北滨路西段(瓷器口对岸，北滨路西端头),一居(5)，二居(9)，三居(5),2017.03.23,售价待定,总价待定
晋愉融府(公寓),售罄,九龙坡 - 二郎新区景观大道中段（巴国城旁边）,二居(2)，三居(6)，四居(6)，五居及以上(7),,售价待定,总价待定
鲁能城中央公馆(别墅),待售,[渝北-中央公园]双龙湖街道学成路17号,不限(3)，一居(5)，二居(3)，三居(4),2017.08.08,总价待定,
约克郡北区,在售,[渝北-照母山]金州大道黄桷湖畔,三居(2)，四居(13)，五居及以上(9),2017.08.21,售价待定,总价待定
融创凡尔赛花园,在售,[渝北-照母山]星光大道99号,二居(2)，三居(2),2017.07.27,售价待定,总价待定
龙湖九里晴川(别墅),待售,"[渝北-大竹林]金通大道,近平祥路",四居(5)，五居及以上(1),2017.07.26,总价待定,
金辉中央銘著(别墅),待售,[渝北-中央公园]中央公园南侧甘悦大道,,2017.07.14,总价待定,
康田紫悦府锦悦,售罄,沙坪坝 - 思贤路46号（重庆大学东门旁）,二居(8)，三居(8)，四居(4),2017.07.31,售价待定,总价待定
康德国会山,售罄,[南岸-南坪]南岸南坪辅仁路8号(辅仁中学旁),二居(7),,"均价9,251元/m²",总价待定
兴茂盛世国际,售罄,[九龙坡-高新区]二郎科技新城(彩云湖旁),二居(7)，三居(9),2017.04.21,售价待定,总价待定
恒基雍翠名门,售罄,九龙坡 - 科技新城科成路129号（彩云湖旁）,一居(4)，二居(1)，三居(1)，四居(1),,"均价7,200元/m²",总价待定
东原ARC中央广场(公寓),售罄,[沙坪坝]石碾盘（小龙坎正街旁）,一居(4)，三居(1),,售价待定,总价待定
鸥鹏泊雅湾(公寓),售罄,沙坪坝 - 大学城虎溪花园旁（重庆大学后门）,一居(2)，二居(1)，三居(2),,售价待定,总价待定
华宇春江花月,售罄,[渝中]黄杨路20号(鹅公岩大桥旁),三居(2),,"均价8,296元/m²",总价待定
金辉城江城里,售罄,南岸 - 南岸区双峰山路金辉大社区云满庭C期2期,二居(7)，三居(26)，四居(5)，五居及以上(9),2017.01.04,售价待定,总价待定
大鼎第一时间,售罄,九龙坡 - 九龙坡谢家湾正街7号（袁家岗五洲女子医院旁）,一居(5)，二居(7),,"均价8,860元/m²",总价待定
融汇温泉城(公寓),售罄,[沙坪坝-三峡广场]清溪路171号(重师南门对面),一居(7)，二居(15)，三居(14),,售价待定,总价待定
龙湖东桥郡(公寓),售罄,[沙坪坝-大学城](重大东大门正对面),一居(4),,售价待定,总价待定
金融街金悦城(公寓),售罄,[沙坪坝-杨公桥]（阳光水城北侧）,一居(2)，二居(9)，三居(1),,售价待定,总价待定
龙湖花千树(别墅),售罄,沙坪坝 - 西永组团U2-7/02地块（大学城重大东大门正对面）,二居(2)，三居(8)，四居(2),,总价待定,
大鼎世纪滨江,售罄,[渝中]黄杨路24号（鹅公岩大桥旁）,一居(2)，二居(8)，三居(2),,"均价7,716元/m²",总价待定
上城奥邻,售罄,[渝中-大坪]袁家岗奥体中心旁（奥韵路口处）,一居(3)，二居(4)，三居(2),,"均价7,199元/m²",总价待定
升伟魔方公寓,售罄,[渝中-大坪]虎歇路77号,一居(1)，二居(5)，三居(1),2017.08.11,售价待定,总价待定
创汇首座(别墅),售罄,渝中 - 渝中区解放碑CBD新华路388号（步行至解放碑心仅需五分钟）,一居(4),,总价待定,
蓝光帕提欧,售罄,[南岸-弹子石]福民路（朝天门大桥南桥头）,三居(6)，四居(4)，五居及以上(2),2017.04.26,售价待定,总价待定
恒基翔龙江畔,售罄,南岸 - 南滨西路28号(兰花路社区公园旁),二居(3)，三居(1)，四居(1),2017.02.10,售价待定,总价待定
旭辉城(公寓),在售,[巴南-龙洲湾]渝南大道233号,一居(3)，二居(3)，三居(6),2017.08.22,"均价8,500元/m²",65-89万元
渝隆观江,售罄,九龙坡 - 龙江路10号（403公交起始车站旁）,一居(7)，二居(6),,售价待定,总价待定
龙湖时代天街(公寓),售罄,渝中 - 大石路（原后勤工程学院马家堡校区）,二居(4)，三居(1),,售价待定,总价待定
金辉城春上南滨,售罄,南岸 - 南岸风临路3号（南滨路融侨公园旁）,二居(1)，三居(11)，四居(2),2017.02.10,售价待定,总价待定
恒大御景湾,在售,[巴南-巴滨路]李家沱街道先锋村,一居(3)，二居(4)，三居(4),2017.08.22,"均价9,800元/m²",71万元
新鸥鹏拉菲公馆,在售,[巴南-龙洲湾]鸥鹏大道,二居(6)，三居(6)，四居(7),2018.03.06,"最低7,100元/m²起",73-75万元
东邦小悦湾,在售,"[巴南-李家沱]巴滨路,近李渡路",二居(1)，三居(2),2017.09.15,"均价10,500元/m²",81万元
蓝光林肯公园,在售,[巴南-龙洲湾]龙州大道2999号,三居(7)，四居(2),2017.08.15,"均价11,000元/m²",97-127万元
融创欧麓花园城,在售,[巴南]甘泉路288号,不限(4)，二居(8)，三居(1)，四居(1),2018.01.17,"最低10,200元/m²起",112万元
首创渝阅,售罄,九龙坡 - 走马古镇金马湖畔（白市驿实验学校附件）,不限(2),,售价待定,总价待定
新天泽国际广场,售罄,[大渡口-区府]商圈步行街中心广场,一居(2),,"均价9,321元/m²",总价待定
新宝龙易城,售罄,大渡口 - 组团B分区1-3/03号地块（轻轨2号线平安站旁）,一居(1)，二居(6)，三居(1),,"均价6,855元/m²",总价待定
重庆天地雍江悦庭,售罄,[渝中-化龙桥]瑞天路138号(原化龙桥嘉陵路),一居(3)，二居(8)，三居(2),,"均价12,000元/m²",总价待定
大唐诺亚,售罄,[渝中-解放碑]长滨路太平门码头,一居(2)，二居(3),,"均价14,500元/m²",总价待定
中驰半岛荟景,售罄,[渝中-解放碑]人民公园旁二府衙片区(白...,,,"均价6,235元/m²",总价待定
长河湾,售罄,南岸 - 南岸茶园新区长生桥镇河街大道13号（长生中学旁）,二居(17)，三居(12)，四居(1),2017.03.15,售价待定,总价待定
东海定南山(别墅),在售,[巴南-南泉]重庆市巴南区西南大道115号,不限(3)，五居及以上(2),2017.09.15,330万元/套,
远洋公园原香(别墅),在售,[巴南-龙洲湾]渝南大道161号,不限(3),2017.09.15,501-858万元/套,
东原桐麓(公寓),售罄,[巴南-龙洲湾]渝南大道3号线花溪轻轨站旁,一居(1)，二居(1)，三居(2)，四居(1)，五居及以上(1),,售价待定,总价待定
宗申动力城(公寓),售罄,巴南 - 巴南渝南大道130号(重庆国际高尔夫俱乐部对面),一居(1)，二居(3)，三居(1),,售价待定,总价待定
金鹏西城华府(别墅),售罄,[九龙坡-西彭]西庆路（镇政府旁）,二居(2)，三居(2)，四居(1),,总价待定,
中交丽景,售罄,[九龙坡-二郎]双龙路2号(巴国城旁),二居(7)，三居(11),,"均价7,000元/m²",总价待定
同天依云郡(公寓),售罄,九龙坡 - 二郎科技新城科城路98号（彩云湖公园旁）,四居(2)，五居及以上(2),,售价待定,总价待定
上实海上海,售罄,北碚 - 朝阳小学状元校区旁（近万达广场）,二居(2)，三居(3)，四居(1),2017.05.02,售价待定,总价待定
卢山锦程,售罄,大渡口 - 思源路2号（九宫庙百花村公交站下行200米）,二居(2),,"均价6,188元/m²",总价待定
丽水菁苑(公寓),售罄,渝中 - 渝中半岛九滨路工农四村58号（滨江公园旁）,二居(1)，三居(1)，四居(1),,售价待定,总价待定
隆鑫72府,售罄,[南岸-新南湖]新南湖大社区,不限(5),,售价待定,总价待定
中铁山水一舍(别墅),售罄,[南岸-茶园新区]新区府正对面,三居(16)，四居(15)，五居及以上(1),,总价待定,
融创伊顿庄园(别墅),售罄,[南岸-茶园新区]茶园,不限(8),,总价待定,
隆鑫72府(别墅),售罄,[南岸-新南湖]新南湖大社区,不限(5),,总价待定,
恒大同景国际城雍华府(别墅),售罄,南岸 - 南岸茶园新区香溪路6号(通江大道旁),不限(4),,总价待定,
恒大城,售罄,巴南 - 巴南大道9号（李九路口往李家沱方向300米）,二居(1)，三居(7)，四居(4),,"均价7,507元/m²",总价待定
保利可爱岛(公寓),售罄,九龙坡 - 高新园区火炬大道8号（巴国城旁）,一居(1)，二居(3)，三居(1),,售价待定,总价待定
心景缙云,售罄,[北碚-老城区]十里温泉城运河片区,一居(2)，二居(1),2017.06.05,售价待定,总价待定
