小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
湖山新意,售罄,[姑苏]沧浪区宝带西路1088号（近友新路）,二居(2)，三居(4)，四居(1),,"均价20,130元/m²",总价待定
中海胥江府(商办),售罄,[姑苏]桐泾南路西,二居(2)，三居(6)，四居(4),,售价待定,总价待定
桃坞巷(商办),售罄,[姑苏]姑苏西大营门57号（平四路首末站旁）,不限(3)，三居(1)，四居(1),,售价待定,总价待定
平江风华(别墅),售罄,[姑苏-平江新城]苏站路北广济路西,不限(3)，三居(2),2017.01.17,总价待定,
中海胥江府(别墅),售罄,[姑苏]桐泾南路西,二居(2)，三居(6)，四居(4),,总价待定,
橘郡(商办),售罄,姑苏 - 姑苏总官堂路999号（江坤路与总管堂路交汇处）,二居(1)，四居(3)，五居及以上(4),,售价待定,总价待定
湖悦天境花园(别墅),在售,[吴江-汾湖]重庆路与北京路交汇处,不限(4)，三居(1)，四居(1),2017.04.17,总价待定,
新湖明珠城(商办),待售,[吴江-松陵]江陵西路1888号（仲英大...,,2017.12.12,"均价12,500元/m²",总价待定
MOC芯城汇(商办),待售,相城 - 苏州高铁新城澄阳路与南天成路交叉口（苏州北站正对面）,开间(3),2018.03.17,售价待定,总价待定
中信森林湖香樟林(别墅),在售,园区 - 亭盛街66号（园区星湖街与唯澄路交汇处）,四居(1),2018.01.18,"1,280万元/套",
万科金域平江,售罄,[姑苏-平江新城]江乾路与莲升路交汇口,二居(1)，三居(7)，四居(5),,"均价30,000元/m²",总价待定
姑苏人家,售罄,[姑苏-石路]姑苏留园路289号（留园旁）,五居及以上(3),,售价待定,总价待定
朗诗南门绿郡,售罄,姑苏 - 人民路实验小学新校址西侧，南门内西马路南侧,二居(4)，三居(4)，四居(1),,"均价38,447元/m²",总价待定
太湖明珠南泊湾,在售,吴江 - 环湖路1883号（常增路与环湖路交汇处）,不限(2),2017.03.27,售价待定,总价待定
东原千浔,待售,[相城]黄桥街道华元路北、旺湖路西,,2017.06.21,售价待定,总价待定
金艺百汇广场(商办),在售,相城 - 相城苏渭路50号（相城大道渭塘邮政局对面）,二居(2)，三居(2)，四居(1),2018.01.24,"均价10,000元/m²",45-260万元
融创苏州桃花源(别墅),待售,[园区-湖东]金鸡湖高尔夫球场西侧、高和路东,五居及以上(1),2017.11.03,"2,590万元/套",
亿城左岸香颂,售罄,[园区-湖东]星华街与沈浒路交汇处,二居(5)，三居(6),,"均价13,626元/m²",总价待定
北极星花园,售罄,园区 - 星塘街与敦煌路交汇处（湖东欧尚超市东）,二居(1)，三居(2),,"均价18,551元/m²",总价待定
平江双悦大厦,售罄,[姑苏-平江新城]平江新城管委会大厦旁,二居(15),,售价待定,总价待定
万科金色里程,售罄,姑苏 - 城北路（富强路）与学前路交汇处（城北西路首末站附近）,三居(6),,"均价14,000元/m²",总价待定
新城吾悦广场(商办),待售,[吴江-松陵]滨湖新城人民路,开间(4),2018.02.06,售价待定,总价待定
金科廊桥水岸(别墅),待售,吴江 - 松陵鲈乡南路转思贤路（震泽中学正南面）,不限(3),2017.08.10,总价待定,
苏高新天之运,在售,新区 - 枫桥街道马运路与太湖大道高架交汇处（寒山桥西）,二居(1)，四居(3)，五居及以上(4),2017.12.15,"均价16,500元/m²",232-325万元
华宇星云汇生活广场(商办),在售,相城 - 相城区元和街道阳澄湖中路99号（白金汉爵酒店西侧）,开间(4),2018.03.10,"均价10,500元/m²",49万元
首开悦澜湾,售罄,园区 - 园区唯新路88号（青剑湖广场对面）,二居(7)，三居(4),,"均价19,550元/m²",总价待定
当代万国府ΜΟΜΛ,售罄,姑苏 - 苏站路与江乾路交界处（姑苏区政府南150米）,不限(3)，三居(1)，四居(1),2017.05.19,"均价32,000元/m²",总价待定
海悦富地中心(商办),在售,[吴江]运东大道三兴路路口（幸福里南对面）,,,"均价7,500元/m²",总价待定
恒业·站前广场(商办),在售,吴江 - 中山南路与人民路交汇处（市政府西侧）,不限(4),2017.04.20,"均价15,000元/m²",15-150万元
北辰旭辉壹号院,在售,[新区]华山路与建林路交汇处,三居(1)，四居(1),2018.01.18,"均价18,000元/m²",234万元
中航樾玺,在售,[新区]天佑路与科业路交汇处往西100米,三居(2)，四居(2),2017.12.15,"均价19,500元/m²",263-380万元
狮山当代ΜΟΜΛ,在售,[新区]竹园路与金枫路交汇处,三居(2),2017.12.28,"均价28,000元/m²",280-339万元
津西美墅馆(别墅),在售,[新区]华山路与支英街交汇处,四居(3),2018.01.04,288-345万元/套,
望湖湾,在售,新区 - 锦峰路、科研路交汇处（绿地中央广场东）,二居(2)，三居(5),2018.01.04,"均价20,000元/m²",300-320万元
东方时代商业广场(商办),在售,相城 - 珍珠湖路与澄阳路交汇处（汽车客运站对面）,三居(3)，开间(1),2018.01.17,"均价9,500元/m²",52万元
中央景城,售罄,园区 - 九华路88号（九龙医院西、园区行政中心北）,二居(2)，三居(1),,"均价30,116元/m²",总价待定
华润平门府(别墅),售罄,[姑苏]平齐路66号,不限(1),,总价待定,
领秀冠南苑(别墅),售罄,姑苏 - 杨枝塘路城湾地区158号（觅渡小学对面）,二居(4)，三居(5),,总价待定,
国贸中心(商办),在售,[吴江-盛泽]吴江盛泽市场西路599号,开间(5),2017.05.27,"均价11,500元/m²",40-78万元
双冠南门商业广场(商办),在售,吴中 - 长桥街道东吴北路181号(南门二村站台附近),不限(4),2017.04.25,售价待定,总价待定
泉山39°(商办),在售,[新区-浒墅关]兴贤路南、树山路东,三居(1),2018.01.10,"均价20,000元/m²",310万元
永新太湖苏里(别墅),在售,新区 - 镇湖刺绣艺术馆西（生态城管委会对面）,三居(2),2017.06.29,328-456万元/套,
合景万汇大厦,在售,相城 - 苏州高铁新城南天成路与城通路交汇处（高铁苏州北站北侧）,一居(1),2018.03.12,"均价11,000元/m²",52-83万元
阿卡迪亚(别墅),售罄,园区 - 青澄路99号（展业路和成义路交界处，中新科技城旁）,二居(1),,总价待定,
鑫苑湖居世家,待售,吴中 - 吴中向湖路南兴郭路北（尹山湖东路东侧）,三居(3)，四居(1),2017.12.01,售价待定,"17,000元/m²"
苏高新春风十里(别墅),在售,新区 - 新区镇湖绣馆街与东城路交汇处（生态城管委会对面）,不限(4),2017.04.19,331-459万元/套,
天虹品上中心(商办),在售,相城 - 相城大道和嘉元路交叉东南角(加油站南),开间(4),2018.01.31,"均价11,000元/m²",57-66万元
万科国际广场,售罄,[园区-湖西]东环路与金鸡湖路交界处,二居(2)，三居(1)，四居(1),,"均价20,089元/m²",总价待定
晋合水巷邻里花园(别墅),售罄,[园区-湖东]金鸡湖路1号（金鸡湖西岸）,三居(2)，四居(1),,总价待定,
招商雍景湾(别墅),售罄,园区 - 星湖街北唯观路口（临湖路南侧）,不限(5)，三居(1),,总价待定,
涵园(别墅),在售,[吴中]石公路9号（樟坞站公交站台附近）,不限(3),2017.04.07,总价待定,
嘉盛香槟一号(商办),在售,[吴中]柯福路2号（甫澄路东侧）,二居(3)，三居(1),2017.02.10,售价待定,总价待定
金港首座,在售,吴中 - 东太湖科技金融城太湖金港北官渡路与东阁路交汇处,开间(1),,售价待定,总价待定
万科苏高新遇见山(别墅),在售,[新区]苏州高新区旺家府街与凤凰峰路交汇处,四居(2),2018.03.15,350-430万元/套,
路劲香港时光,在售,新区 - 汾湖路与向阳路交汇处(地铁1号线汾湖路站附近）,三居(1)，四居(3),2017.08.16,"均价26,000元/m²",351-429万元
绿地都会商业中心,在售,[相城]华元路和澄和路交汇处,一居(2)，开间(2),2018.02.06,"均价11,500元/m²",58-81万元
NEO101臻邸(商办),在售,[相城]嘉元路818号,开间(3),2017.06.08,"均价14,000元/m²",70-133万元
华园丽都阳光,在售,[相城]问渡路与迎湖路交叉口,二居(5)，三居(2),2018.01.17,"均价14,000元/m²",106-176万元
彩叠湾,在售,相城 - 相城永昌泾大道与苏虞张公路交汇处（漕湖大厦西）,二居(1)，三居(3),2018.01.10,"均价13,000元/m²",125万元
朗诗未来街区,售罄,园区 - 青澄路9号（中新生态科技城东）,二居(5)，三居(6),,"均价13,546元/m²",总价待定
首开如院,待售,[吴中]太湖西路188号（太湖西路与龙西...,,2017.12.09,售价待定,总价待定
锦悦湾雅园,在售,[新区]滨河路与区间路交叉口,三居(2)，四居(1),2017.04.07,"均价26,500元/m²",366万元
佳兆业悦峰,在售,[新区]新区竹园路与塔园路交汇处,三居(1)，四居(3),2017.12.02,"均价25,000元/m²",425万元
中旅狮山名门,在售,[新区]塔园路、邓蔚路交界处,三居(1),2017.05.19,"均价31,000元/m²",434万元
北辰旭辉壹号院(别墅),在售,[新区]华山路与建林路交汇处,四居(2)，五居及以上(1),2018.01.18,450-600万元/套,
嘉境天成,在售,[相城]御窑路和兴盛路交汇口,三居(5),2017.12.14,"均价18,000元/m²",160-233万元
万宇名都花园,在售,相城 - 庆元路与澄和路交汇处(相城游泳馆东边10米处),二居(6)，三居(3)，四居(1),2017.09.14,"均价19,000元/m²",162-304万元
阳澄华府,售罄,[园区]金陵东路338号,二居(3)，三居(1),,"均价6,910元/m²",总价待定
弘景湾(商办),售罄,园区 - 振胜路89号（胜浦镇通江路与振胜路交界处）,一居(1)，二居(1)，三居(1),,售价待定,总价待定
碧桂园凤凰岛(别墅),在售,[吴中]苏州市吴中区三阳高尔夫球场,不限(3),2017.04.21,总价待定,
歌林小镇(商办),待售,[吴中]友新高架主路与天鹅荡路交汇处（永...,,2017.12.27,售价待定,总价待定
太湖明珠南泊湾(商办),在售,吴江 - 环湖路1883号（常增路与环湖路交汇处）,开间(2),2017.05.17,"均价8,500元/m²",50-66万元
西湖君庭,在售,相城 - 相城玉成路15号（御窑路与玉成路交汇处）,二居(2)，三居(1),2017.04.06,"均价19,000元/m²",169-228万元
中新汀兰(别墅),售罄,[园区-湖东]星龙街与汀兰巷路口,一居(2)，二居(5)，四居(2),,总价待定,
姑苏人家(别墅),售罄,[姑苏-石路]姑苏留园路289号（留园旁）,五居及以上(3),,总价待定,
睿峰商务广场(商办),在售,吴中 - 花苑东路333号（金枫路与花苑东路交汇处向东150米）,不限(1),2016.10.31,"均价9,000元/m²",总价待定
金球广场(商办),在售,吴江 - 沃尔玛西北200米（鲈乡北路与江兴西路交汇处）,开间(1),,"均价8,500元/m²",53万元
东方时代商业广场,在售,[相城]珍珠湖路与澄阳路交汇处（汽车客运...,,2018.01.17,"均价11,000元/m²",180万元
齐门人家,售罄,姑苏 - 苏站路588号（苏站路与齐门外大街交汇处）,一居(1)，二居(2)，三居(3),,售价待定,总价待定
中南雅苑(别墅),在售,吴中 - 吴中宝带东路与月浜路交汇会（丽丰购物中心对面）,四居(3),2017.04.19,总价待定,
圣美|财智汇商务大厦(商办),待售,吴江 - 吴江太湖新城东太湖大道和水秀街交汇处,开间(1),2018.02.27,"均价11,000元/m²",55万元
玖园,售罄,[姑苏]虎丘路228号,四居(3),,售价待定,总价待定
朗诗南门绿郡(商办),售罄,姑苏 - 人民路实验小学新校址西侧，南门内西马路南侧,二居(4)，三居(4)，四居(1),,售价待定,总价待定
景瑞无双,在售,[新区]科技城武夷山路与富春江路交汇处,五居及以上(2),2018.01.18,493-557万元/套,
栖谷坊,在售,[吴中-石湖越溪]尧峰山以南与吴中大道交汇处,,2017.12.09,总价待定,
涵园(商办),在售,[吴中]石公路9号（樟坞站公交站台附近）,不限(3),2017.04.07,售价待定,总价待定
天鸿尹山湖韵佳苑(商办),待售,[吴中]郭新东路和尹山湖东路交接处西北角,,2018.02.24,售价待定,总价待定
御王府(别墅),待售,[吴中]金庭林屋路318号（翠峰山庄东500米）,,2017.05.08,总价待定,
中海财富金街,在售,[吴中]尹山湖东路与依湖路交叉口,,2017.05.03,"均价21,000元/m²",总价待定
格林悦城2期(商办),在售,吴江 - 江陵东路8号（江陵东路与庞北路交汇处）,开间(3),2018.02.24,"均价11,000元/m²",61-94万元
领秀冠南苑,售罄,姑苏 - 杨枝塘路城湾地区158号（觅渡小学对面）,二居(4)，三居(5),,售价待定,总价待定
惠泽云锦城(别墅),在售,新区 - 鸿禧路与星丰路路口（大白荡公园附近）,三居(1),2017.06.01,541万元/套,
新城十里锦绣,在售,[吴江]吴江盛南线与永平路交叉处向西100米,三居(3)，四居(1),2018.01.24,"均价7,000元/m²",66-117万元
嘉乐城(商办),在售,[吴江-汾湖]高新区城司路江苏银行东侧,开间(1),2017.07.20,"均价12,000元/m²",66万元
立新印象嘉园,在售,[吴江-盛泽]平望镇通运北路278号,二居(1)，三居(3)，四居(1),2018.01.10,"均价9,300元/m²",75-117万元
金奥诺阁雅酒店,在售,[吴江]苏州市吴江区开平路与风清街交汇处,开间(3),2018.01.26,"均价18,000元/m²",99-167万元
荷塘月苑,待售,[吴江-盛泽]吴江区盛泽镇白龙桥路1688号,三居(2)，四居(3),2017.10.28,售价待定,101万元
立新苏杭之星,在售,[吴江-盛泽]西二环路舜湖实验小学西面,二居(1)，三居(6)，四居(2),2017.08.10,"均价11,000元/m²",123-154万元
逸品阁繁华里,在售,[吴江-松陵]吴江区中山路与江陵西路交界,二居(3)，三居(2)，四居(1),2017.09.13,"均价14,200元/m²",131-199万元
海亮长桥府,在售,吴江 - 江陵西路东段（江陵西路与中山北路交叉口）,二居(1)，三居(7)，四居(5),2018.02.24,"均价16,000元/m²",152-335万元
桃坞巷,售罄,[姑苏]姑苏西大营门57号（平四路首末站旁）,不限(3)，三居(1)，四居(1),,"均价10,338元/m²",总价待定
湖山新意(别墅),售罄,[姑苏]沧浪区宝带西路1088号（近友新路）,二居(2)，三居(4)，四居(1),,总价待定,
湖山新意(商办),售罄,[姑苏]沧浪区宝带西路1088号（近友新路）,二居(2)，三居(4)，四居(1),,售价待定,总价待定
中海御景湾,售罄,[姑苏]虎殿路与藕前路交叉口,二居(7),,"均价10,541元/m²",总价待定
橘郡,售罄,姑苏 - 姑苏总官堂路999号（江坤路与总管堂路交汇处）,二居(1)，四居(3)，五居及以上(4),,"均价15,170元/m²",总价待定
摩尔尚城(商办),售罄,[园区]工业园区唯亭金陵路北阳澄路东,一居(1)，二居(4)，三居(3),,售价待定,总价待定
中节能·生态岛(别墅),在售,[新区]龙塘港路1号（高新区管委会附近）,不限(1),2017.04.05,565万元/套,
冠城大通珑湾(别墅),在售,[新区]鸿禧路26号（大白荡公园西侧）,五居及以上(2),2018.01.04,596-666万元/套,
水岸秀墅(别墅),在售,新区 - 科华路与吴越路交汇处（卫生职业技术学院南）,四居(1)，五居及以上(1),2017.12.28,"655-1,064万元/套",
嘉乐城,在售,[吴江-汾湖]高新区城司路江苏银行东侧,二居(1)，三居(4),2017.07.20,"均价17,000元/m²",158-211万元
湖悦天境花园,在售,[吴江-汾湖]重庆路与北京路交汇处,不限(4)，三居(1)，四居(1),2017.05.15,"均价17,000元/m²",162-255万元
湾上风华,在售,吴江 - 苏州市吴江区太湖新城秋枫街和高新路交汇处,三居(3)，四居(1),2017.09.21,"均价17,000元/m²",162-233万元
苏公馆(别墅),售罄,[姑苏]吴中西路与友新路交汇处,二居(1)，三居(1),,总价待定,
苏州世茂运河城(商办),售罄,姑苏 - 宝带西路1199号（宝带西路与友新路交界处）,二居(8)，三居(6)，四居(1),,售价待定,总价待定
亿城左岸香颂(别墅),售罄,[园区-湖东]星华街与沈浒路交汇处,二居(5)，三居(6),,总价待定,
海尚壹品(别墅),售罄,园区 - 园区九华路118号（星虹国际南100米）,二居(5)，三居(11)，四居(1),,总价待定,
中航樾玺(别墅),在售,[新区]天佑路与科业路交汇处往西100米,三居(1),2017.08.24,750万元/套,
见山独栋(别墅),在售,[新区]建林路与华山路交叉口，龙池景区旁,五居及以上(2),2017.06.19,"902-1,152万元/套",
101PARK(别墅),在售,[新区]锦峰路和锦润路交汇处,五居及以上(1),,"1,445万元/套",
梧桐公馆,售罄,新区 - 新区鸿禧路2号（大白荡公园内）,三居(2),,"均价9,188元/m²",总价待定
锦绣苏州(商办),售罄,[姑苏-石路]山塘街北浩弄,四居(1),2017.11.01,售价待定,总价待定
大观名园三期品湖苑,售罄,姑苏 - 江星路28号（清塘路、十字洋河交界处）,二居(1)，三居(1)，五居及以上(1),,"均价12,500元/m²",总价待定
柳汀山庄(别墅),待售,[吴中]太湖国家旅游度假区湖滨路8号,,2017.05.15,总价待定,
海尚壹品(商办),售罄,园区 - 园区九华路118号（星虹国际南100米）,二居(5)，三居(11)，四居(1),,售价待定,总价待定
金辉浅湾雅苑,售罄,[新区-浒墅关]兴贤路北/京杭大运河东,二居(1)，三居(6),,"均价15,000元/m²",总价待定
闽信名筑(商办),售罄,新区 - 新区鸿禧路26号（大白荡公园西侧）,不限(1)，五居及以上(6),,售价待定,总价待定
平江双悦大厦(商办),售罄,[姑苏-平江新城]平江新城管委会大厦旁,二居(15),,"均价14,000元/m²",总价待定
华润红橡花园,在售,[相城]华元路与澄星街交汇处,三居(4)，四居(2),2018.01.24,"均价16,100元/m²",180-203万元
大成珺(商办),在售,[吴中-木渎]金枫路980号（苏福路与金...,,2018.01.26,售价待定,总价待定
中海国际社区橙郡(别墅),售罄,园区 - 园区湖东琉璃街与钟园路交汇处向南100米,二居(9)，三居(3),,总价待定,
姑苏公馆,售罄,新区 - 滨河路与玉山路交汇处（水利大厦对面）,二居(2)，三居(2)，四居(2),,"均价20,686元/m²",总价待定
金科观天下,在售,[相城-高铁新城]相城澄阳路与南天成路交叉口,三居(6)，四居(1),2017.12.21,"均价19,000元/m²",181-201万元
恒基水漾花城,在售,相城 - 金砖路与聚茂路交汇处（繁花中心北侧约1.5公里）,三居(4)，四居(1),2017.12.14,"均价20,500元/m²",182-295万元
东山会(别墅),待售,[吴中]雨花路8号（雨花胜境景区东侧）,不限(1),2017.04.07,总价待定,
太湖悦达广场(商办),在售,[吴中]东山大道与腾飞路交接处（近新市街）,开间(1),2018.02.27,"均价9,500元/m²",38-57万元
首开幸福公馆(商办),在售,[吴中]吴中大道南侧邵昂路86号,,2018.01.26,"均价8,500元/m²",43-51万元
双银国际金融城(商办),在售,[吴中]东方大道1388号（东方大道与通...,,2018.02.24,"均价9,300元/m²",47-49万元
中海国际社区橙郡(商办),售罄,园区 - 园区湖东琉璃街与钟园路交汇处向南100米,二居(9)，三居(3),,售价待定,总价待定
姑苏公馆(别墅),售罄,新区 - 滨河路与玉山路交汇处（水利大厦对面）,二居(2)，三居(2)，四居(2),,总价待定,
路劲燕江澜,在售,[相城]阳澄湖镇湘洲路顺贤路交汇处,三居(3)，四居(4),2018.02.13,250-360万元/套,
苏州恒大悦珑湾,在售,相城 - 苏州市相城区春秋路与方桥路交汇处往东50米,三居(2)，四居(1),2017.12.28,"均价26,000元/m²",265-393万元
吴门府,在售,[吴江]鲈乡南路与芦荡路交汇处,二居(1)，三居(1)，四居(1),2018.02.24,"均价17,500元/m²",201-341万元
惠润中环时代,在售,[吴中]吴中区木渎镇丹枫路277号（苏福...,,2018.01.24,"均价11,000元/m²",47-80万元
荣域(别墅),售罄,[园区]星湖街和东延路交叉口,一居(1)，二居(4)，三居(6),,总价待定,
荣域(商办),售罄,[园区]星湖街和东延路交叉口,一居(1)，二居(4)，三居(6),,售价待定,总价待定
中旅蓝岸国际(别墅),售罄,[园区-湖东]星湖街东，淞江路北,二居(1)，三居(6)，四居(2),,总价待定,
枫情水岸二期,售罄,[园区-湖东]星湖街与钟园路交汇处,二居(2)，三居(1)，四居(2),,"均价18,906元/m²",总价待定
景悦星湖,售罄,园区 - 唯观路78号（唯盛邻里中心对面）,四居(3),,"均价13,000元/m²",总价待定
正荣悦岚山,售罄,[新区]通安镇真山路与真北路交汇处,三居(2)，四居(1),2017.10.20,"均价13,000元/m²",总价待定
旭辉上河郡,售罄,新区 - 新区长江路北兴贤路与文昌路交界（大润发对面）,不限(3)，二居(3)，三居(5)，四居(4)，五居及以上(1),,"均价10,442元/m²",总价待定
巴黎春天(别墅),在售,[相城-高铁新城]太平街道聚金路元春路口东,不限(4)，四居(1)，五居及以上(1),2018.03.07,281-319万元/套,
东渡湖韵青城花园(别墅),在售,相城 - 漕湖湾广济北路与凤北荡路交汇处界处(大圩娄路北),四居(1),2017.06.19,285万元/套,
首开玖珑花园,在售,吴江 - 太湖新城高新路2999号（吴江中学新校区对面）,二居(1)，三居(3)，四居(2),2018.02.22,"均价22,000元/m²",209-323万元
大运城(商办),在售,[吴中-木渎]苏福路北侧、沈巷路西侧,开间(2),2017.12.27,"均价11,000元/m²",51-700万元
御湖湾(商办),在售,吴中 - 郭新东路99号（尹山湖畔郭新东路和郭巷北路交汇处）,开间(2),2018.02.02,"均价14,000元/m²",64-81万元
摩尔尚城,售罄,[园区]工业园区唯亭金陵路北阳澄路东,一居(1)，二居(4)，三居(3),,"均价12,500元/m²",总价待定
中海8号公馆,售罄,园区 - 苏州工业园区星塘街以东、琉璃街以西、乐龄公寓以南、中新大道以...,二居(3)，三居(4)，四居(2),,"均价19,423元/m²",总价待定
雅戈尔织金华庭,在售,[相城]相城春申湖西路与织锦路交汇处,三居(1)，四居(2),2018.02.26,"均价26,000元/m²",312-364万元
钓鱼台别墅赏湖阁(别墅),在售,相城 - 钓鱼台路1号（盛泽湖北、环湖西路东，盛泽湖度假区）,三居(1)，四居(2),2018.01.10,321-431万元/套,
苏尚新地(商办),售罄,姑苏 - 总官堂路555号（万达广场南500米）,不限(2),,售价待定,总价待定
蓝光天悦辰,在售,[吴江-松陵]高新路与秋枫路交叉口,三居(1)，四居(1)，五居及以上(3),2017.09.26,"均价19,500元/m²",209-379万元
苏州湾天铂,在售,吴江 - 开平路与夏蓉街交汇口（新城吾悦广场对面）,三居(1)，四居(7)，五居及以上(1),2018.02.24,"均价17,000元/m²",219-385万元
吴中天誉广场(商办),在售,吴中 - 石湖东路与枫津路交汇口（姑苏锦江大酒店西侧50米）,开间(1),2017.04.07,"均价14,500元/m²",75万元
仁恒双湖湾,售罄,园区 - 园区星湖街1211号（石港路与东华林路交叉口）,二居(1)，三居(2)，四居(2),,"均价33,333元/m²",总价待定
冠城大通蓝湾,在售,[相城]春申湖畔方桥路8号（春申湖公园附近）,二居(2)，三居(1)，四居(1),2017.05.24,"均价13,000元/m²",350万元
泰峰名人金谷园,在售,[相城]新行政中心对面（春丰路/康阳路）,二居(2)，三居(2),2017.04.06,"均价18,000元/m²",364-387万元
湖畔樾山(别墅),在售,[相城]湘洲路8号,四居(3),2017.12.28,380万元/套,
和沁园(别墅),在售,[相城]湘太路99号(苏嘉杭高速出口处),不限(4),2017.04.20,383万元/套,
金辉优步水岸(别墅),在售,[相城-高铁新城]青龙港路以南（溢丰街以东）,三居(1)，四居(2),2017.09.21,409-640万元/套,
华润红橡花园(别墅),在售,[相城]华元路与澄星街交汇处,不限(5)，四居(1),2018.01.24,500万元/套,
恒润新新家园,售罄,[姑苏]苏州市金阊区新庄西路,二居(2),,"均价17,045元/m²",总价待定
玖园(商办),售罄,[姑苏]虎丘路228号,四居(3),,售价待定,总价待定
玖园(别墅),售罄,[姑苏]虎丘路228号,四居(3),,总价待定,
平江风华,售罄,[姑苏-平江新城]苏站路北广济路西,不限(3)，三居(2),2017.01.17,"均价23,000元/m²",总价待定
领秀冠南苑(别墅),售罄,姑苏 - 杨枝塘路城湾地区158号（觅渡小学对面）,二居(4)，三居(5),,总价待定,
亨通唐郡,在售,吴江 - 中山路南、长板路东侧（花园路与长板路交汇处）,不限(4)，三居(3)，四居(1),2017.03.10,"均价16,000元/m²",224-352万元
东山天境家和院(商办),在售,[吴中]湖滨路1号,开间(2),2017.08.04,"均价13,500元/m²",76-103万元
绿景苏州公馆,在售,[吴中]吴中塔韵路199号,开间(6),2018.03.12,"均价13,000元/m²",78-136万元
克拉公馆(商办),在售,[吴中]吴中东吴北路170号,开间(4),2017.12.27,"均价20,500元/m²",103-154万元
太湖御玲珑(商办),在售,[吴中]吴中区孙武路1029号,一居(3),2017.09.07,"均价17,500元/m²",105-140万元
泓润新城华府,在售,[吴中]吴中甪直鸣市路35号,二居(2)，三居(1),2018.03.15,"均价14,000元/m²",116-185万元
海尚壹品,售罄,园区 - 园区九华路118号（星虹国际南100米）,二居(5)，三居(11)，四居(1),,"均价29,965元/m²",总价待定
中锐姑苏尚城,售罄,姑苏 - 苏站路与江宙路交汇处（距姑苏区政府100米）,三居(1)，五居及以上(1),,"均价26,000元/m²",总价待定
金科廊桥水岸,在售,吴江 - 松陵鲈乡南路转思贤路（震泽中学正南面）,三居(3)，五居及以上(1),2018.01.10,"均价16,000元/m²",224-302万元
姑苏人家(别墅),售罄,[姑苏-石路]姑苏留园路289号（留园旁）,五居及以上(3),,总价待定,
朗诗相门绿郡,售罄,[姑苏]苏州市相门后庄,三居(1)，四居(1),,"均价24,321元/m²",总价待定
中海凤凰熙岸,售罄,姑苏 - 劳动路与西环路交汇处（胥江实验中学对面）,二居(1)，三居(1),,"均价20,000元/m²",总价待定
中粮本源(别墅),在售,吴江 - 同肖西路299路（肖西路与迎燕西路交汇处）,四居(3),2017.09.13,248-262万元/套,
万道尊品(商办),售罄,[新区]玉山路与塔园路交界处,三居(1)，四居(2),,售价待定,总价待定
他她公馆(商办),售罄,[姑苏-平江新城]平江江星路与312国道交汇处,,2017.04.20,"均价12,000元/m²",总价待定
姑苏人家(商办),售罄,[姑苏-石路]姑苏留园路289号（留园旁）,五居及以上(3),,售价待定,总价待定
苏纶里(别墅),售罄,[姑苏]人民路239号,二居(2)，三居(2),,总价待定,
干将名邸(别墅),售罄,姑苏 - 干将西路与馨泓路交汇处（苏州市政府北门附近）,不限(1),,总价待定,
橡逸湾,在售,吴江 - 舜湖西路与西二环路交汇处（原皇家领誉售楼处）,三居(1)，四居(3),2017.04.07,"均价13,000元/m²",260-468万元
清山慧谷(别墅),售罄,[新区]科技城济慈路168号（新区管委会附近）,四居(2),,总价待定,
山水映象澜郡,售罄,[新区]学府路与科源路交汇处,三居(1)，四居(3)，五居及以上(2),,"均价11,743元/m²",总价待定
华宇林泉雅舍(别墅),售罄,[新区]马涧路与建林路交汇处,二居(1)，三居(1)，四居(2),2017.10.22,总价待定,
东渡银座,售罄,[新区]新区463号,一居(5)，二居(1),,"均价7,182元/m²",总价待定
汇金新地,售罄,[新区]宝带西路科锐路交界处,二居(4),,"均价16,964元/m²",总价待定
丹景廷,售罄,[新区-浒墅关]永安路和永莲路交界处,二居(1)，三居(4)，四居(5),,"均价8,764元/m²",总价待定
平江怡景(别墅),售罄,姑苏 - 江乾路和平川路交汇处（平江新城管委会旁）,二居(2)，三居(2),,总价待定,
碧桂园天誉,在售,吴江 - 市场西路与广州路交汇处（新镇政府旁）,四居(2)，五居及以上(1),2018.02.24,"均价10,000元/m²",275万元
鸿运家园(别墅),售罄,新区 - 新区兴贤路与文昌路交汇处（大润发对面）,二居(2)，三居(2),,总价待定,
金辉正荣花漫四季,在售,[吴中]银藏路与北方庄路交汇处,三居(1)，四居(1)，五居及以上(1),2018.01.24,"均价14,000元/m²",120-195万元
北极星·尚雅苑,在售,[吴江-松陵]吴江高新路吴江中学正对面,三居(2)，四居(1),2017.10.28,"均价23,000元/m²",275-315万元
亨通唐郡(别墅),在售,吴江 - 中山路南、长板路东侧（花园路与长板路交汇处）,不限(4)，三居(3)，四居(1),2017.03.10,280-440万元/套,
中梁香缇,售罄,[新区]新区竹园路与滨河路口,二居(1)，三居(5)，四居(3),,"均价21,218元/m²",总价待定
龙湖狮山原著(别墅),售罄,新区 - 狮山路与长江路交汇处（苏州乐园向南100米）,不限(3)，四居(4),2017.06.07,总价待定,
中锐琅石名筑(别墅),在售,[相城]相城纪元路以北、澄和路以西,五居及以上(2),2017.06.16,590-600万元/套,
太湖御玲珑,在售,[吴中]吴中区孙武路1029号,一居(3)，四居(1),2017.09.07,"均价17,500元/m²",123万元
