小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
电建地产泷悦长安,在售,[门头沟-大峪]门头沟永定镇长安街西延线...,三居(2),2018.01.31,"2,008-2,205万元/套",
金地华宸,在售,[门头沟-大峪]门头沟区长安街西延线南侧...,二居(1)，三居(1),2018.01.31,"均价65,000元/m²",950万元起
京投银泰·檀香府,在售,[门头沟-大峪]门头沟莲花池西路西延线潭...,三居(3)，四居(3),2018.01.31,"675-1,600万元/套",
电建地产·泷悦公馆,在售,[门头沟-大峪]门头沟永定镇长安街西延线...,三居(4)，四居(1),2018.01.31,"均价58,800元/m²","1,000万元"
北京城建·龙樾西山,在售,[门头沟]长安街西延线南约300米,不限(1)，四居(1),2018.01.31,"均价55,000元/m²",635-721万元
华远·裘马四季,在售,[门头沟-大峪]门头沟区龙泉镇新桥大街西...,三居(1)，四居(2),2018.01.31,"均价63,000元/m²","980-1,250万元"
西山艺境（别墅）,在售,[门头沟-大峪]双峪路口向西800米，黑...,三居(3),2018.01.31,"1,200万元/套起",
国韵村,在售,[大兴-旧宫]北京市大兴区东南四环榴乡桥...,二居(1)，三居(1)，四居(1),2018.03.15,"均价75,000元/m²","645-1,035万元"
绿地海珀云翡,在售,[大兴-黄村]兴亦路京开高速东侧,二居(1)，三居(3),2018.03.15,"均价76,000元/m²","775-1,353万元"
兴创荣墅,在售,[大兴-庞各庄],五居及以上(4),2018.03.15,"800-1,800万元/套",
亦庄金茂府,在售,[大兴-瀛海]亦庄开发区博兴西路与泰河三...,四居(4)，五居及以上(1),2018.02.27,"均价68,000元/m²",880万元起
通泰国际公馆,在售,[大兴-亦庄]地铁亦庄线经海路站西南角100米 ,一居(1)，二居(2)，三居(1)，开间(2),2018.02.27,"均价67,000元/m²",365-603万元
北京城建海梓府,在售,[大兴-瀛海]大兴亦庄经济开发区博兴西路...,二居(4)，三居(7)，四居(1),2018.02.27,"均价63,000元/m²",523-662万元
远洋天著,在售,[大兴-亦庄]东南五环和京沪（京津塘）高...,三居(3)，四居(2)，五居及以上(1),2018.02.27,"2,400万元/套起",
万科天地,在售,[大兴-大兴新城] 大兴兴华大街与新源大...,开间(6),2018.01.25,"均价45,000元/m²",200万元起
一品嘉园,在售,[大兴-孙村]大兴南中轴路魏善庄中学北侧,一居(1)，二居(2)，三居(2),2018.03.15,"均价49,000元/m²",299-686万元
万泽经海广场,待售,[大兴-亦庄]大兴亦庄经海路与科创十二街...,二居(1)，三居(1)，四居(1),2018.01.26,售价待定,总价待定
中冶德贤公馆,在售,[大兴-旧宫]北京市大兴区德贤路(榴乡桥...,三居(2)，四居(1),2018.02.01,"最低89,000元/m²起","1,730-2,000万元"
北京经开·汀塘,未售,[大兴-亦庄]亦庄经济开发区科创十一街与...,二居(1)，三居(3),2018.01.22,售价待定,总价待定
中南湾,待售,[大兴-旧宫]大兴南中轴路旧宫镇南小街路...,二居(1)，三居(1),2018.01.04,售价待定,总价待定
首开保利熙悦诚郡,在售,[大兴-旧宫]大兴南四环榴乡桥与德贤路交...,二居(1)，三居(2)，四居(2),2018.01.22,"均价79,000元/m²","1,003-1,232万元"
中国铁建花语金郡,在售,[大兴-瀛海]大兴南海子公园西侧,三居(2),2018.01.22,"均价73,000元/m²","1,059万元"
万科中央城,在售,[房山-长阳]房山长阳京良路2号，长阳地...,,2018.02.28,"均价28,000元/m²",110万元起
万年广阳郡九号,在售,[房山-良乡]房山长阳清苑南街,三居(2)，四居(2),2018.01.26,"均价53,000元/m²","863-1,020万元"
天恒·水岸壹号,在售,[房山-良乡]地铁房山线良乡大学城西站南侧,三居(2)，四居(2),2018.03.02,"均价52,000元/m²",634-723万元
天恒·摩墅,在售,[房山]房山北京市房山区周口店镇政府东,三居(8)，四居(2),2018.01.22,420万元/套,
水墨林溪,待售,[房山-阎村]房山窦店镇(窦大路西侧)，...,一居(2)，二居(3)，三居(1),2018.01.22,售价待定,总价待定
长海御墅,在售,[房山-长沟]房山长沟国家湿地公园南侧,三居(6)，四居(2)，五居及以上(1),2018.01.22,580万元/套,
五矿名品,在售,[房山-良乡]房山区长虹东路与阜盛大街交汇处,二居(1)，三居(3)，四居(1)，五居及以上(1),2018.02.27,"均价53,000元/m²",684-779万元
观山源墅,在售,[房山-良乡]房山 阳光北大街与多宝路交...,三居(2)，四居(1)，五居及以上(1),2017.11.22,"1,160-3,200万元/套",
仙玺台,待售,[房山]房山 张涿高速百里峡出口，108...,四居(1),2018.02.02,总价待定,
世茂·一渡青青小镇,待售,[房山]房山十渡·一渡附近,四居(4),2017.11.21,总价待定,
V7荷塘月色,在售,[房山-长沟]房山长沟镇,三居(5)，五居及以上(3),2018.01.26,539-695万元/套,
北京半岛,在售,[房山-青龙湖]房山西六环青龙湖风景区西...,四居(4)，五居及以上(1),2018.01.22,"1,050万元/套起",
V7北湖壹号,在售,[房山-青龙湖]房山青龙湖公园北2000米,三居(1)，四居(3)，五居及以上(2),2017.12.18,"2,003-3,792万元/套",
五和万科长阳天地（写字楼）,在售,[房山-长阳]房山地铁篱笆房站奥特莱斯北侧,,2018.03.15,"均价27,500元/m²",124万元
雲舒苑,待售,[房山-长沟]长沟镇政府旁,,2017.12.18,售价待定,总价待定
合景·逸墅,待售,[海淀-上地]海淀区东升乡安宁庄西路与小...,五居及以上(3),2018.01.26,"均价126,000元/m²","2,293-2,873万元"
海淀嘉郡,售罄,[海淀-海淀北部新区]海淀上庄镇上庄路与...,二居(3),,"均价20,000元/m²",总价待定
正源尚峰尚水源墅,售罄,[海淀]温泉镇京密引水渠南侧,三居(1),2017.02.14,"均价40,000元/m²",总价待定
京投银泰琨御府,售罄,[海淀-定慧寺-田村]海淀蓝靛厂南路与玲...,三居(5)，四居(2),2017.06.07,"均价125,000元/m²",总价待定
金隅翡丽蓝爵堡,售罄,[海淀-回龙观] 海淀西三旗建材城中路,一居(1)，二居(1)，三居(1)，四居(3),2016.09.29,"均价50,000元/m²",总价待定
北辰香麓,售罄,[海淀-海淀北部新区]海淀山后新区温泉镇,五居及以上(1),,总价待定,
雪芳园,售罄,[海淀-定慧寺-田村]海淀田村路98号,二居(1)，三居(1)，四居(1),,"均价52,000元/m²",总价待定
保利海德公园,售罄,[海淀] 海淀北三环蓟门桥北500米路西,四居(2),2017.06.07,"均价93,000元/m²",总价待定
西山壹号院,售罄,[海淀-西北旺]海淀圆明园西路药用植物园北侧,三居(1)，四居(1),2017.06.07,"均价65,000元/m²",总价待定
钓鱼台七号院,售罄,[海淀]玉渊潭公园北岸,三居(1),2015.08.11,"均价130,000元/m²",总价待定
御墅临枫别墅,售罄,[海淀]海淀闵庄路与旱河路交汇口东南角,四居(1),2017.06.07,总价待定,
首创缘溪堂,售罄,[海淀]海淀北京市海淀区玉渊潭南路11号院,,2017.06.07,"均价85,000元/m²",总价待定
阿那亚·城市公馆,售罄,[海淀-定慧寺-田村]海淀北洼西里23号院,三居(2)，四居(2),,"均价68,000元/m²",总价待定
万城华府,售罄,[海淀]万柳华府海园10号,,,售价待定,总价待定
香山别墅,售罄,[海淀]香山中科院植物园附近紧临西五环,,2016.12.31,总价待定,
北京城建·龙樾华府,在售,[昌平-回龙观]昌平京藏高速北安河出口向...,三居(1)，四居(1),2018.01.26,"1,308-1,488万元/套",
融尚未来,在售,[昌平]未来科学城南区,三居(2)，四居(1),2018.02.28,"均价58,000元/m²",679万元
泰禾·昌平拾景园,在售,[昌平-昌平主城区]新城地铁南邵站南20米,四居(1),2018.01.24,"1,100-1,700万元/套",
金科天玺,在售,[昌平-奥北]北中轴 顺沙路68号,四居(1),2018.01.26,"1,835万元/套",
珠江紫宸山,在售,[昌平-奥北]昌平北五环温都水城北门东侧100米,五居及以上(2),2017.11.23,"3,296万元/套",
东方蓝海中心,在售,[昌平-奥北]未来科技城南区内科技城路与...,三居(3)，四居(2),2017.12.15,"均价57,000元/m²",593-775万元
华润·未来城市,在售,[昌平-奥北]北五环京承高速北七家出口西,三居(2)，四居(1),2018.01.26,"均价61,000元/m²",730-960万元
北京壹号庄园,在售,[昌平-奥北]昌平北七家镇定泗路88号,不限(1)，四居(2)，五居及以上(1),2017.12.15,"900-4,751万元/套",
金隅上城郡,在售,[昌平-奥北]昌平 北亚花园东路,不限(1)，三居(2)，四居(1)，五居及以上(1),2018.01.26,"901-1,902万元/套",
北辰红橡墅,待售,[昌平-奥北]昌平区小汤山镇立汤路与温榆...,四居(4),2018.01.26,"1,493万元/套",
温哥华森林,在售,[昌平-奥北]昌平北五环外紧邻立汤路，北...,四居(2),2018.02.02,"2,100-2,856万元/套",
京基鹭府,在售,[昌平-奥北]昌平定泗路，京承高速北七家...,三居(1)，四居(1),2017.12.13,"2,756万元/套",
中国大院,在售,[昌平-小汤山]昌平小汤山顺沙路58号,四居(1)，五居及以上(1),2017.06.21,"10,000-16,667万元/套",
TBD万科天地,售罄,[昌平-回龙观]城铁8号线与昌平线枢纽站...,,2016.12.30,"均价21,000元/m²",总价待定
路劲世界城,售罄,[昌平-昌平主城区]昌平区南邵镇昌金路(...,二居(1)，三居(1),,"均价25,000元/m²",总价待定
恒大华府,在售,[朝阳-东坝]朝阳东坝中街与单店北街交汇...,四居(1)，五居及以上(1),2018.01.26,"均价110,000元/m²","2,981-3,718万元"
紫玉山庄,在售,[朝阳-亚奥]朝阳紫玉东路1号,四居(3),2018.02.01,"3,580万元/套起",
中海枫丹公馆,待售,[朝阳-国贸]北京市朝阳区建外砖厂胡同5...,一居(1)，二居(1)，三居(1)，五居及以上(1),2018.01.22,"均价94,000元/m²","4,192万元"
润泽御府,在售,[朝阳-亚奥]朝阳区水岸庄园（北五环顾家...,四居(5),2018.02.01,"6,000万元/套",
盘古大观,在售,[朝阳-亚奥]朝阳北四环中路27号（水立...,五居及以上(1),2017.10.30,"均价160,000元/m²","10,560万元"
中粮瑞府,在售,[朝阳-孙河]朝阳区香江北路向北1000米,不限(1)，三居(1)，五居及以上(3),2018.01.26,"4,900万元/套起",
红廷别墅,在售,[朝阳-望京]朝阳五元桥东南角,三居(1)，四居(1)，五居及以上(1),2018.02.02,"6,900万元/套",
九章别墅,在售,[朝阳-孙河]朝阳东苇路3号,五居及以上(2),2018.01.26,"8,840万元/套起",
景粼原著,待售,[朝阳-孙河]朝阳区京密路与顺黄路交叉口...,,2018.01.04,总价待定,
远洋·LA VIE,在售,[朝阳-孙河] 朝阳首都机场高速路东苇路...,,2018.02.02,总价待定,
富兴·首府,未售,[朝阳-东坝]五环路七棵树以东、坝河以南,三居(2)，四居(2),2018.02.02,售价待定,总价待定
壹·亮马,待售,[朝阳-朝青]将台乡驼房营村,,2018.02.02,售价待定,总价待定
首城珑玺,在售,[朝阳-东坝]五环七棵树出口北行300米,,2017.06.06,"均价99,800元/m²",总价待定
丽都10号,待售,[朝阳-望京]将台西路10号（霄云桥东5...,,2018.02.02,售价待定,总价待定
华贸铂金墅,待售,[朝阳-亚奥]朝阳清苑路城铁13号线北苑...,三居(1)，四居(1),2017.12.18,总价待定,
懋源夏家璟岳,待售,"[丰台-丰台科技园]纪家庙,南三环与柳村...",,2017.10.24,售价待定,总价待定
汤泉墅,在售,[丰台-王佐]南宫王佐，南宫泉怡园度假村...,二居(1)，三居(3)，四居(1),2018.01.26,"均价55,000元/m²",627-842万元
领秀翡翠山,在售,[丰台-王佐]项目位于丰台区王佐镇，近邻...,三居(1)，四居(2),2018.01.26,"均价60,000元/m²",696万元起
北京金茂府,在售,[丰台-亦庄]位于丰台区宋家庄地铁站向南200米,不限(1)，四居(1)，五居及以上(1),2018.02.02,"2,000万元/套",
万年园博墅 ,在售,[丰台-园博园]丰台园博园西约1500米...,五居及以上(1),2017.11.23,"2,685万元/套",
钓雲台,在售,[丰台-丽泽]丰台西三环康庄东路西侧,三居(1)，四居(2),2018.02.02,"均价130,000元/m²","3,263万元"
京投万科西华府,售罄,[丰台-丰台科技园]丰台区西南四环科丰桥...,二居(2)，三居(2),2016.07.28,"均价50,000元/m²",总价待定
园博府,售罄,[丰台-园博园]丰台区西五环永定河畔园博...,一居(1)，二居(1)，三居(1)，四居(2),2017.03.10,"均价48,000元/m²",总价待定
中国铁建北京山语城,售罄,[丰台-王佐]丰台 王佐镇长青路南宫体育...,三居(3)，四居(1),2016.10.12,"均价33,000元/m²",总价待定
福海棠华苑,售罄,[丰台-大红门]北京市丰台区马家堡东路1...,一居(1)，二居(2)，三居(3),,"均价41,000元/m²",总价待定
方庄公馆,售罄,[丰台-方庄]丰台三环方庄桥南,三居(2)，五居及以上(1),2016.06.13,"均价67,000元/m²",总价待定
鹏润家园,售罄,[丰台-丽泽]菜户营桥西北角,二居(1)，三居(1),,"均价35,000元/m²",总价待定
V7九间堂,在售,[通州-运河核心区]京哈高速北侧(耿庄桥出口),五居及以上(3),2018.02.01,"1,800万元/套起",
格拉斯小镇,在售,[通州-北通州]通州温榆河畔，机场高速杨...,五居及以上(4),2018.02.02,"3,500-6,256万元/套",
阳光城·京兆府,待售,[通州]潞西路与兴光二街交汇处,,2018.02.02,总价待定,
珠江·中国阙,待售,[通州-运河核心区]通胡大街与芙蓉西路交...,,2018.02.01,售价待定,总价待定
合景中心,待售,[通州-运河核心区]滨河中路北段西侧,,2017.12.21,售价待定,总价待定
武夷花园南区,待售,[通州-北通州]东六环与通燕高速交叉口西南侧,,2018.02.01,售价待定,总价待定
复地中心,在售,[通州-运河核心区]通州运河CBD核心区,,2018.02.02,"均价60,000元/m²",总价待定
世佳别墅,待售,[通州-运河核心区]通燕高速北侧，通州国...,五居及以上(1),2017.10.27,总价待定,
万科大都会滨江,在售,[通州-运河核心区]通州核心区，地铁6号...,,2018.01.26,"均价65,400元/m²",790万元起
通州万国城MOMA,在售,[通州-梨园]玉桥西路与运河西大街交汇处...,三居(2),2018.01.22,"均价69,000元/m²",805-987万元
天晟嘉园,售罄,[通州-通州主城区]通州果园地铁站北500米,二居(2)，三居(2),2018.02.02,售价待定,总价待定
紫峰九院城,售罄,[通州-于家务]通州区于家务乡渠头镇张凤...,二居(1)，三居(1)，四居(1),,"均价10,000元/m²",总价待定
东亚印象台湖,售罄,[通州-台湖]通州台湖镇京通路新城职业学...,二居(2)，三居(2),,"均价35,000元/m²",总价待定
K2海棠湾,售罄,[通州-梨园]通州梨园镇云景东路以东,二居(1),2017.06.29,"均价32,000元/m²",总价待定
帅府园二期,售罄,[通州-通州主城区]通州通惠南路与新华大...,一居(2)，二居(3)，三居(2),,"均价28,800元/m²",总价待定
恒大丽宫,在售,[顺义-天竺]顺义机场高速杨林出口西行800米,四居(1),2018.01.26,"13,000万元/套",
北京御墅,待售,[顺义-顺义主城区]顺义顺福路2号，顺平...,五居及以上(1),2018.02.02,总价待定,
北京城建•北京合院,待售,[顺义-顺义主城区],,2018.02.01,售价待定,总价待定
顺鑫·颐和天璟,在售,[顺义-潮白河别墅区]顺义新城右堤路与昌...,三居(3)，四居(3),2018.01.26,"均价42,500元/m²","459-1,701万元"
首创禧瑞山,待售,[顺义-潮白河别墅区]顺义牛栏山昌金路与...,三居(4),2018.01.26,935万元/套起,
北辰·墅院1900,在售,[顺义-潮白河别墅区]顺义顺兴街11号院望尊园,四居(2),2018.02.02,"1,121-1,235万元/套",
首创·禧瑞墅河著,在售,[顺义-天竺]京承高速11出口（昌金路）...,五居及以上(2),2018.02.02,"1,400万元/套",
新华联国际温泉公馆,在售,[顺义-潮白河别墅区]顺义李遂镇顺平路与...,四居(3)，五居及以上(3),2017.03.10,"2,025-10,362万元/套",
清锦源,在售,[顺义-天竺] 顺义中央别墅区京承高速后...,五居及以上(1),2017.06.16,"8,998万元/套",
水色时光,售罄,[顺义-潮白河别墅区]顺义区北小营镇奥运...,五居及以上(4),2017.02.06,总价待定,
新国展满庭芳,售罄,[顺义-天竺]顺义京密路西侧，地铁15号...,二居(1)，三居(1),,"均价19,000元/m²",总价待定
香悦四季,售罄,[顺义-潮白河别墅区] 顺义区新城白马路...,二居(1)，三居(1),,"均价21,000元/m²",总价待定
北京海航国兴城,售罄,[顺义-天竺]顺义区后沙峪城铁15号线西500米,一居(2),,"均价26,000元/m²",总价待定
水木兰亭,售罄,[顺义-天竺] 	天竺镇府前一街58号(...,三居(2),,"均价28,900元/m²",总价待定
鲁能7号院,售罄,[顺义-潮白河别墅区]顺义马坡镇顺恒大街...,二居(1)，三居(3)，四居(1),,"均价25,000元/m²",总价待定
华润西山墅（别墅）,在售,[门头沟-大峪]门头沟长安街西沿线，距阜...,三居(1)，四居(3),2018.01.25,"1,700万元/套起",
长安壹号,在售,[门头沟-大峪] 门头沟永定镇冯西园长安一号,五居及以上(1),2018.02.01,"16,280万元/套",
京汉铂寓,售罄,[门头沟-大峪]门头沟新桥南大街大峪路口...,二居(1)，三居(1)，四居(1),2016.12.15,售价待定,总价待定
金泰丽湾悦栖山,售罄,[门头沟-大峪]门头沟区京煤集团总医院对面 ,二居(2)，三居(3)，四居(1),,"均价36,000元/m²",总价待定
华远西山雅园,售罄,[门头沟-大峪]门头沟区政府西北方向150米,二居(3)，三居(2),,"均价22,000元/m²",总价待定
润西山B组团,售罄,[门头沟-大峪]长安街西沿线石龙北路与西...,三居(1)，四居(1),2016.05.06,"均价40,000元/m²",总价待定
紫禁壹号院,在售,[大兴-亦庄]北京市亦庄核心生活区南海子...,四居(3)，五居及以上(1),2018.01.22,"4,000-6,972万元/套",
北京城建诚墅,待售,[大兴-亦庄]大兴亦庄经济开发区博兴西路...,四居(2),2018.02.02,总价待定,
首开龙湖天琅,在售,[大兴-瀛海]大兴亦庄南五环饮鹿池桥东约...,三居(1)，四居(1),2018.02.27,"1,250万元/套起",
中信墅,在售,[大兴-亦庄]大兴亦庄经济技术开发区三海...,四居(4)，五居及以上(1),2018.01.26,"1,899-2,028万元/套",
华远和墅,在售,[大兴-孙村]大兴南六环磁各庄桥沿南中轴...,四居(2),2018.02.02,"1,900-1,906万元/套",
国锐金嵿,在售,[大兴-亦庄]大兴荣华中路与荣京西街交汇...,一居(2)，二居(2)，三居(2)，四居(1),2018.01.26,"均价85,000元/m²","2,208万元"
鸿坤林语墅,在售,[大兴-西红门]北京市大兴区大兴地铁四号...,四居(2)，五居及以上(1),2018.02.01,"2,948-4,400万元/套",
万和斐丽,待售,[大兴]大兴区瀛海镇黄亦路、京福路交叉口...,,2018.01.18,售价待定,总价待定
和成璟园,在售,[大兴-亦庄]东南五环和京沪（京津塘）高...,三居(2)，四居(2),2018.01.22,"均价62,000元/m²","558-1,364万元"
中铁华侨城·和园,在售,[大兴-大兴新城]北京市大兴区五环路旧忠...,三居(3),2018.02.27,"均价67,000元/m²",811-931万元
亦庄金茂悦,在售,[大兴-瀛海]亦庄开发区博兴西路与泰河三...,二居(1)，三居(4)，四居(4)，五居及以上(1),2018.01.26,"均价68,000元/m²",845-975万元
首开璞瑅墅,在售,[大兴] 大兴榆垡镇京开高速（106国道...,四居(3),2018.02.02,"1,600-3,122万元/套",
兴创屹墅,在售,[大兴-黄村]大兴新城北区后高路与兴丰大...,三居(3)，四居(1),2018.02.02,"均价70,000元/m²","3,200万元起"
棠颂别墅,在售,[大兴-瀛海] 大兴亦庄南海子公园北侧500米,五居及以上(1),2018.02.02,"3,503万元/套",
众美城,售罄,[大兴-庞各庄] 大兴庞各庄镇庞各庄桥西南角,二居(1)，三居(1)，四居(2),,"均价17,000元/m²",总价待定
金樾和著,待售,[房山-房山老城区]北京市房山区良乡镇中心,三居(1)，四居(1),2018.01.22,"均价38,994元/m²",347-495万元
天恒乐墅,在售,[房山-阎村]房山京石高速阎村出口向西1500米,四居(2),2018.01.26,879万元/套,
北京城建·国誉府,待售,[房山-良乡]房山地铁房山线良乡大学城北...,三居(1)，四居(2)，开间(1),2018.01.26,"均价55,000元/m²","1,096-1,723万元"
西海,在售,[房山]房山青龙湖镇生命湖酒店旁,五居及以上(5),2017.11.24,"3,300-6,500万元/套",
恒大滨河左岸,售罄,[房山-良乡]房山 拱辰街道(瑞雪春堂东...,一居(1),2017.10.19,售价待定,总价待定
韩建青春誌,售罄,[房山-良乡]房山地铁房山线良乡南关站北500米,一居(1)，二居(2)，三居(1),,"均价30,000元/m²",总价待定
中冶蓝城,售罄,[房山-阎村]城关镇饶乐府(公交饶乐府站...,二居(1)，三居(2),,"均价19,000元/m²",总价待定
首开熙悦山澜庭,售罄,[房山-长阳]房山长阳地铁站南50米,二居(1)，三居(3),,"均价25,000元/m²",总价待定
蓝光星华海悦城,售罄,[房山-良乡]房山区良乡地铁房山线苏庄站...,二居(3)，三居(2),2017.10.19,"均价28,000元/m²",总价待定
瑞雪春堂,售罄,[房山-良乡]房山良乡长虹东路南,一居(1)，二居(1)，四居(2),,"均价18,000元/m²",总价待定
中粮万科长阳半岛,售罄,[房山-长阳]北京市房山区长阳镇京良路南侧,二居(1)，三居(3),2017.06.28,"均价36,500元/m²",总价待定
天恒乐活城,售罄,[房山-阎村]房山京石高速阎村出口向西1500米,二居(1)，三居(2),,"均价18,500元/m²",总价待定
北京城建徜徉墅,售罄,[房山-长阳]房山长阳镇起步区四号地(长...,五居及以上(3),,总价待定,
京投万科新里程,售罄,[房山-良乡]房山良乡大学城东侧(房山线...,二居(1)，三居(3),,"均价24,500元/m²",总价待定
建邦华庭,售罄,[房山-长阳]房山地铁长阳镇站旁，京良路北侧,三居(4),,"均价26,000元/m²",总价待定
蔚雲府,售罄,[昌平-昌平主城区]区政府街与西环路交汇...,一居(1)，二居(2)，三居(2),,"均价25,000元/m²",总价待定
绿地中央广场云谷,售罄,[昌平-奥北]昌平未来科技城北区（京承高...,二居(1)，三居(2),,"均价29,000元/m²",总价待定
中国铁建青秀尚城,售罄,[昌平-昌平主城区]昌平南邵镇地铁昌平线...,三居(4),,"均价23,000元/m²",总价待定
金科王府澜庭,售罄,[昌平-小汤山]九华山庄东300米,三居(4),2017.10.27,总价待定,
保利罗兰香谷,售罄,[昌平-沙河]昌平京藏高速沙河出口沿沙阳...,二居(2)，三居(3)，四居(1),2017.06.29,"均价28,500元/m²",总价待定
金科王府,售罄,[昌平-小汤山]九华山庄东300米,三居(4)，四居(1),2017.06.19,总价待定,
碧水庄园,售罄,[昌平]史各庄乡定福皇庄,五居及以上(1),2017.06.08,总价待定,
公园6号,售罄,[昌平-昌平主城区]主城区南环路体育馆南100米,一居(1)，二居(1)，三居(2),2016.08.15,"均价29,000元/m²",总价待定
龙山华府,售罄,[昌平-昌平主城区]昌平城南街道白浮泉路...,二居(3)，三居(1),,"均价23,000元/m²",总价待定
宜山居,售罄,[昌平-昌平主城区]昌平区南邵地铁站向东...,二居(1)，三居(2)，四居(1)，五居及以上(1),,"均价22,000元/m²",总价待定
龙湖滟澜新宸长桥墅,售罄,[昌平-沙河]京藏高速22号出口出，辅路...,四居(4),,总价待定,
龙湖滟澜新宸,售罄,[昌平-沙河]京藏高速22号出口出，辅路...,三居(3)，四居(1),2016.07.06,"最低38,000元/m²起",总价待定
远洋傲北,售罄,[昌平-奥北]昌平区北七家立汤路39号,四居(1)，五居及以上(1),,总价待定,
金隅澜湾,售罄,[昌平-昌平主城区]昌平南环大桥西侧，南...,三居(2)，四居(1),2017.01.15,总价待定,
园墅,售罄,[昌平-回龙观]北京市昌平区八达岭高速第...,四居(1),,总价待定,
海棠公社,待售,[朝阳-豆各庄]朝阳东五环与京沈高速路交...,三居(1)，四居(1),2018.02.01,售价待定,总价待定
首开住总熙悦安郡,待售,[朝阳-方庄]朝阳南三环外成寿寺路西,二居(1)，三居(2),2018.01.22,"均价79,155元/m²",660万元起
首开国风尚樾,在售,[朝阳-望京]朝阳望京南湖南路三帆中学对面,二居(1)，三居(3)，四居(4),2018.02.01,"均价120,000元/m²","1,284-2,520万元"
蝶泉花园,在售,[朝阳-常营]北京市朝阳区东苇路126号88栋,,2017.12.15,"1,550万元/套起",
首开琅樾,在售,[朝阳-孙河]朝阳中央别墅区孙河板块,二居(1)，四居(3)，五居及以上(1),2018.02.01,"1,900-3,700万元/套",
首城珑玺（别墅）,在售,[朝阳-东坝]五环七棵树出口北行300米,,2018.02.02,"3,000万元/套起",
四季世家,待售,[朝阳-朝阳公园]朝阳亮马桥路48号,二居(2)，三居(1),2018.02.02,"均价135,000元/m²","3,267-4,293万元"
奥东18号,待售,[朝阳-亚奥]朝阳区安苑路18号（奥体东...,五居及以上(1),2018.02.02,"均价100,000元/m²","3,430万元"
顺景·石上清泉,在售,[朝阳-朝阳公园] 朝阳北四环四元桥西北...,三居(3)，五居及以上(1),2017.06.19,"均价81,000元/m²","4,139-7,193万元"
北京壹号院,在售,[朝阳-朝阳公园]朝阳农展馆北路8号,三居(1)，四居(1),2018.02.02,"均价170,000元/m²","4,233-5,219万元"
保利首开天誉,待售,[朝阳-东坝]朝阳东五环七棵树路口向东280米,三居(2)，四居(2)，五居及以上(1),2018.01.26,"4,305万元/套",
合生霄云路8号,在售,[朝阳-朝阳公园]朝阳霄云路8号,四居(1)，五居及以上(1),2018.01.26,"均价160,000元/m²","7,200-8,320万元"
长安府,待售,[朝阳-国贸]高碑店兴隆西街8号,五居及以上(4),2018.02.02,"7,709-18,317万元/套",
住总香榭8号,售罄,[朝阳-国贸]朝阳西大望路24号,三居(4),2017.02.14,"均价100,000元/m²",总价待定
首开常青藤,售罄,[朝阳-东坝]朝阳东坝东五环七棵树出口向...,二居(2)，三居(2),2017.06.29,"均价42,000元/m²",总价待定
泰禾一号公馆,售罄,[通州-次渠]通州东五环京津高速通黄路出...,二居(1)，三居(2),,"均价28,800元/m²",总价待定
富力惠兰美居,售罄,[通州-运河核心区]通州区朝阳北路延长线...,二居(1)，三居(1),2017.06.29,"均价16,000元/m²",总价待定
通州万达广场,售罄,[通州-通州主城区]北京市通州区新华西街...,二居(2)，三居(2),,"均价35,000元/m²",总价待定
天鹅堡,售罄,[通州-马驹桥]通州马驹桥新桥往南800米,四居(3)，五居及以上(1),2017.10.30,总价待定,
天和嘉园,售罄,[通州-马驹桥],一居(1)，二居(2)，三居(1),2016.10.26,"均价32,000元/m²",总价待定
月亮河七星公馆,售罄,[通州-运河核心区]通州通燕高速通州新城...,三居(2)，四居(1),2017.06.27,"均价78,000元/m²",总价待定
金隅78墅,售罄,[通州-梨园]通州梨园镇八通线土桥站东300米 ,三居(3),,总价待定,
玉蘭湾,售罄,[通州-通州主城区]项目位于通州区东五环...,二居(1)，三居(1)，四居(2),2016.09.29,"均价45,000元/m²",总价待定
北京ONE,售罄,[通州-运河核心区]通州新华大街与新华南...,三居(2),2017.06.29,"均价45,000元/m²",总价待定
K2清水湾,售罄,[通州-运河核心区]通州区京哈高速路北侧...,三居(2),2017.06.29,"均价55,000元/m²",总价待定
京杭府,售罄,[通州-运河核心区]通州新华大街与新华北...,三居(1)，四居(2),,"均价30,000元/m²",总价待定
华远铭悦世家,售罄,[通州-梨园]  通州八通线土桥地铁站向东900米,三居(1),,"均价27,000元/m²",总价待定
富力尚悦居,售罄,[通州-马驹桥]通州马驹桥凉水河南岸 ,二居(1)，三居(2)，四居(2),,"均价28,000元/m²",总价待定
金成府,售罄,[通州-通州主城区]项目位于八通线九棵树...,四居(1),,"均价31,000元/m²",总价待定
旭辉御锦,售罄,[通州-北通州]通州东北五环外温榆河墅区...,三居(1)，四居(2),,总价待定,
誉天下,售罄,[顺义-天竺]顺义中央别墅区温榆河畔，机...,四居(1),2016.10.21,总价待定,
万科天竺悦城,售罄,[顺义-天竺]顺义区天竺镇中央别墅区内，...,三居(1)，四居(1),,"均价31,000元/m²",总价待定
中粮祥云,售罄,[顺义-天竺]顺义 安祥大街与裕丰路交汇...,四居(2),2017.06.07,"均价48,900元/m²",总价待定
顺义金宝城,售罄,[顺义-潮白河别墅区]顺义新城马坡组团金...,三居(2),,"均价32,000元/m²",总价待定
