小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
水色时光澜馨墅,售罄,[顺义-潮白河别墅区]顺义奥运水上公园东侧 ,四居(1)，五居及以上(1),2017.09.28,总价待定,
首创·禧瑞墅,售罄,[顺义]京承高速11出口向东900米路北,四居(2)，开间(2),2017.04.11,"1,299-1,547万元/套",
华玺瀚楟,售罄,[顺义-顺义主城区]北京市顺义区顺义顺鑫...,二居(1)，三居(2)，五居及以上(1),,"均价24,000元/m²",总价待定
龙湖好望山,售罄,[顺义-潮白河别墅区]顺义新城2008水...,三居(2),,总价待定,
金地悦景台,售罄,[顺义-天竺] 顺义后沙峪火沙路和裕安路...,二居(3)，三居(2),,"均价19,000元/m²",总价待定
裕京花园别墅,售罄,[顺义]顺义后沙峪乡白辛庄村，面榆阳路7号,五居及以上(1),2017.06.08,总价待定,
金第万科金域东郡,售罄,[大兴-亦庄]大兴区亦庄经济开发区博兴八...,二居(2)，三居(2),,"均价37,000元/m²",总价待定
首地浣溪谷,售罄,[大兴-孙村]大兴南五环向南4.5公里南...,二居(1)，三居(2)，四居(1),,"均价21,500元/m²",总价待定
华润公元九里,售罄,[大兴-黄村]大兴黄村金星西路与兴业大街...,四居(3)，五居及以上(2),2017.11.17,售价待定,总价待定
中建国际港,售罄,[大兴-黄村]大兴新城黄村兴华大街地铁4...,二居(1),,"均价30,000元/m²",总价待定
北京经开壹中心,售罄,[大兴-亦庄]大兴经海一路与科创十二街交汇处,一居(1)，二居(2)，三居(3),,"均价27,000元/m²",总价待定
保利首开熙悦春天,售罄,[大兴-大兴新城]大兴地铁4号线首站天宫...,二居(2)，三居(1),2016.09.22,"均价24,000元/m²",总价待定
保利春天里,售罄,[大兴-大兴新城]大兴地铁4号大兴线首站...,二居(1)，三居(1)，四居(2),,"均价25,000元/m²",总价待定
瀛嘉汇,售罄,[大兴-瀛海]瀛海镇黄亦路与京福路交汇处...,二居(2)，三居(2),,"均价25,000元/m²",总价待定
枫丹壹號,售罄,[大兴-亦庄]北京市大兴区三海子东路 ,三居(3),2017.06.29,"均价40,000元/m²",总价待定
天同11号,售罄,[大兴-黄村]大兴地铁四号线黄村西大街站...,二居(2)，三居(2),,"均价31,000元/m²",总价待定
鑫苑鑫都汇,售罄,[大兴-大兴新城]北京市大兴区地铁四号线...,三居(3),,"均价23,000元/m²",总价待定
果岭假日,售罄,[大兴-大兴新城]黄村卫星城永华路北侧（...,,2017.01.15,售价待定,总价待定
金地格林云墅,售罄,[大兴-孙村]大兴南五环向南4.5公里南...,三居(2),,"均价27,000元/m²",总价待定
金地格林云墅（别墅）,售罄,[大兴-孙村]大兴南五环向南4.5公里南...,四居(2),2016.10.19,总价待定,
枫丹壹號（别墅）,售罄,[大兴-亦庄]大兴亦庄核心生活区南海子公...,三居(1)，四居(1),2017.06.29,总价待定,
胜茂傲山,售罄,[房山-房山老城区]北京市房山区拱辰北大...,三居(1)，四居(2),,"均价28,000元/m²",总价待定
中国铁建国际花园,售罄,[房山-长阳]房山长阳镇京良路北侧,三居(2),,"均价27,000元/m²",总价待定
金地朗悦,售罄,[房山-良乡]房山良乡大学城东侧，良乡东...,三居(2),,"均价33,500元/m²",总价待定
合景领峰,售罄,[房山-长阳]房山长阳奥特莱斯旁（地铁房...,三居(3)，四居(2),,总价待定,
金隅·糖+,售罄,[房山-良乡]地铁良乡大学城北站北侧50...,二居(2)，三居(1),2017.06.29,"均价28,000元/m²",总价待定
蓝爵公馆,售罄,[房山-良乡]房山良乡刺猬河与京周路交汇...,三居(2),,"均价22,500元/m²",总价待定
铂铭郡,售罄,[房山-窦店]房山大窦路窦店镇政府往南2...,二居(1)，三居(3)，四居(2),2016.09.22,"均价14,000元/m²",总价待定
智汇雅苑,售罄,[房山-良乡]房山良乡大学城东侧(房山线...,二居(2)，三居(2),,"均价22,000元/m²",总价待定
首创紫悦台,售罄,[房山-良乡]房山地铁良乡大学城站向东3...,二居(1)，三居(1),,售价待定,总价待定
金域公园,售罄,[房山-长阳]北京市房山区长阳镇城铁房山...,二居(2)，三居(2),,"均价24,000元/m²",总价待定
龙建华城,售罄,[房山-琉璃河]房山区窦店镇白草洼,二居(1)，三居(1),,"均价8,700元/m²",总价待定
世茂维拉,售罄,[房山-良乡]房山地铁房山线广阳城站西南...,四居(1)，五居及以上(1),2017.06.29,总价待定,
翠林漫步,售罄,[房山-房山老城区]房山长阳镇昊天北大街...,一居(1)，二居(1)，三居(3),,"均价22,000元/m²",总价待定
苏宁尊悦大厦,售罄,[房山-良乡]房山拱辰大街与良乡中路交叉...,二居(1)，三居(1),2016.10.19,"均价23,000元/m²",总价待定
臻园,售罄,[朝阳-望京]朝阳望京广顺北大街与来广营...,三居(1)，四居(3),2017.02.14,"均价67,500元/m²",总价待定
地杰长安驿,售罄,[朝阳-国贸]朝阳建华南路6号永安南里,一居(2)，二居(1),2017.06.29,"均价90,000元/m²",总价待定
首开龙湖天璞,售罄,[朝阳-东坝]朝阳东五环东坝中街与驹子房...,三居(6),,"均价88,200元/m²",总价待定
凌云名苑,售罄,[朝阳-亚奥]朝阳华严北里46号,一居(1)，二居(1)，三居(2),,"均价65,000元/m²",总价待定
润泽公馆,售罄,[朝阳-亚奥]北京市朝阳区顾家庄桥北水岸...,一居(1)，二居(2)，三居(2)，四居(1),2017.04.06,"均价78,000元/m²",总价待定
首开铂郡,售罄,[朝阳-三里屯]东直门外新东路东侧(加拿...,一居(1)，二居(1)，三居(1)，四居(1)，五居及以上(1),2017.06.07,"均价64,000元/m²",总价待定
望京金茂府,售罄,[朝阳-望京]朝阳广顺桥西北500米,三居(1)，四居(2)，五居及以上(1),2017.06.07,"均价66,000元/m²",总价待定
北京新天地,售罄,[朝阳-常营]朝阳区朝阳路5号院和7号院 ,一居(1)，三居(1),,"均价42,000元/m²",总价待定
财富城堡,售罄,[朝阳-孙河]朝阳机场高速孙河东苇路出口...,四居(1),,总价待定,
三里屯SOHO,售罄,[朝阳-朝阳公园]朝阳区工体北路南侧,二居(3),2017.03.10,"均价70,000元/m²",总价待定
亚奥万和四季,售罄,[朝阳-亚奥]朝阳北五环顾家庄桥西北角,三居(2),,"均价49,000元/m²",总价待定
常楹公元,售罄,[朝阳-常营]朝阳北路与管庄路交界处东南500米,三居(1)，四居(1),,"均价42,000元/m²",总价待定
屯三里,售罄,[朝阳-三里屯]朝阳区工人体育场北路21号 ,一居(3),,"均价55,000元/m²",总价待定
CBD玲珑墅,售罄,[朝阳-豆各庄]东五环化工桥大路店北路出...,四居(2),2017.06.14,总价待定,
骏豪·阿玛尼城市公寓,售罄,[朝阳-朝阳公园]朝阳区朝阳公园南门，棕...,四居(3)，五居及以上(2),2017.06.07,"均价150,000元/m²",总价待定
金隅花石匠,售罄,[通州-梨园]通州土桥地铁站东1200米,二居(1)，三居(1),,"均价25,000元/m²",总价待定
红杉公馆,售罄,[通州-通州主城区]红杉公馆位于八通线果...,一居(3)，二居(2)，三居(2),,"均价24,000元/m²",总价待定
土桥Plus,售罄,[通州-梨园]通州九棵树东路，土桥地铁站...,二居(1)，三居(2)，四居(1),,"均价28,000元/m²",总价待定
泰禾拾景园,售罄,[通州-次渠] 通州亦庄光机电产业基地核心区,二居(1)，三居(1)，四居(1),2016.12.13,"均价60,000元/m²",总价待定
中建红杉溪谷,售罄,[通州-运河核心区]通州通燕高速（原京哈...,四居(3),2017.01.14,总价待定,
珠江东都国际,售罄,[通州-运河核心区]通州京通高速耿庄出口...,三居(1),,"均价52,000元/m²",总价待定
富力金禧花园,售罄,[通州-通州主城区]通州新华大街与新华南...,二居(1)，三居(1),,"均价28,000元/m²",总价待定
中信府,售罄,[大兴-亦庄]大兴经济技术开发区（亦庄）...,三居(2)，四居(2),2017.06.29,"均价38,000元/m²",总价待定
旭辉一合相,售罄,[大兴-瀛海]亦庄南海子公园南侧500米,,2017.03.10,总价待定,
红木林,售罄,[大兴-黄村]大兴地铁4号线枣园站A出口...,三居(2),2016.08.24,总价待定,
东山公寓,售罄,[朝阳-朝阳公园]东四环与东风南路交口向...,三居(2),2017.06.14,"均价120,000元/m²","3,000-4,116万元"
中国铁建国际城8号,售罄,[朝阳-亚奥]朝阳北五环顾家庄桥北，地铁...,二居(2)，三居(2),,"均价44,000元/m²",总价待定
紫御华府,售罄,[朝阳-亚奥]朝阳奥林匹克森林公园北，5...,四居(2),2017.06.13,"均价118,000元/m²",总价待定
红玺台,售罄,[朝阳-太阳宫]北京市朝阳东北三环太阳宫...,一居(1)，四居(3),2017.06.07,"均价92,000元/m²",总价待定
康城(暖山),售罄,[朝阳-通州主城区]朝阳区双桥东路9号,五居及以上(1),2017.06.07,总价待定,
凯德锦绣慈云壹号,售罄,[朝阳-国贸] 朝阳东四环慈云寺桥东北角,二居(2)，三居(3)，四居(2)，五居及以上(3),2017.06.16,"均价100,000元/m²",总价待定
远洋万和公馆,售罄,[朝阳-望京]朝阳阜通东大街（保利万和电...,四居(1)，五居及以上(1),2017.06.07,"均价80,000元/m²",总价待定
SOHO北京公馆,售罄,[朝阳-朝阳公园]朝阳区新源南路，燕莎桥...,一居(1)，二居(1)，三居(2),2017.01.14,"均价75,000元/m²",总价待定
胜古誉园,售罄,[朝阳-安定门]朝阳胜古中路与胜古北路交...,二居(1)，三居(1),2016.12.13,"均价55,000元/m²",总价待定
首开熙悦尚郡,售罄,[朝阳-朝青] 朝阳区朝北大悦城往东10...,三居(3),2017.06.29,"均价65,000元/m²",总价待定
华瀚国际,售罄,[朝阳-垡头]朝阳区南磨房东四环窑洼湖公...,四居(4),2017.06.21,售价待定,总价待定
润泽庄园墅郡,售罄,[朝阳-亚奥]朝阳区北五环顾家庄桥正北2600米 ,四居(2)，五居及以上(3),2017.06.07,总价待定,
上东8号,售罄,[朝阳-朝阳公园]朝阳芳园南里9号院,二居(1)，四居(1),2017.06.29,"均价55,000元/m²",总价待定
太阳公元,售罄,[朝阳-太阳宫]朝阳东北三环太阳宫桥向北800米,三居(3)，四居(1),2017.06.29,"均价88,000元/m²",总价待定
昆泰望和嘉园,售罄,[朝阳-望京]京承高速与北四环路交接处以...,三居(1)，四居(1),2017.06.16,"均价90,000元/m²",总价待定
龙湖双珑原著,售罄,[朝阳-孙河]朝阳中央别墅区孙河板块京密...,四居(1)，五居及以上(1),2017.06.07,总价待定,
瑞安君汇,售罄,[朝阳-三里屯]朝阳工体北路4号,二居(2)，三居(1),2017.01.11,"均价80,000元/m²",总价待定
观巢,售罄,[朝阳-亚奥]朝阳区安立路与慧忠北路西北角,三居(2),,"均价58,000元/m²",总价待定
银河湾,售罄,[朝阳-望京]朝阳东直门外西八间房1号（...,三居(1)，四居(1),,"均价65,000元/m²",总价待定
观唐,售罄,[朝阳]观唐东路1号院,五居及以上(1),2017.06.07,总价待定,
北京城建世华泊郡,售罄,[朝阳-亚奥]朝阳北五环城铁13号线北苑...,二居(1)，三居(2),,"均价40,000元/m²",总价待定
华远裘马都,售罄,[朝阳-朝阳公园]尚家楼路2号院,,,售价待定,总价待定
棕榈泉国际公寓,售罄,[朝阳]朝阳公园南路8号院,,2017.06.07,售价待定,总价待定
福景苑官邸,售罄,[朝阳-朝阳公园]三至四环,一居(1)，二居(1)，三居(2),2017.02.14,"均价57,000元/m²",总价待定
星河湾,售罄,[朝阳-朝青]四季星河西路与四季星河南街...,,2017.04.28,"均价60,000元/m²",总价待定
华侨城,售罄,[朝阳-垡头]朝阳东四环四方桥京沈辅路南...,三居(1)，四居(1),2017.06.29,"均价51,000元/m²",总价待定
新城国际,售罄,[朝阳]朝阳门外大街6号院,,,售价待定,总价待定
金茂府,售罄,[朝阳-朝阳公园]广渠路15号(广渠路大...,四居(3),2017.06.07,"均价120,000元/m²","4,572-4,668万元"
